rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/loss,train/clip_fraction,train/value_loss,train/approx_kl,train/learning_rate,train/clip_range,train/n_updates,train/entropy_loss,train/explained_variance,train/std
131.26,355.3913349890496,1073152,4567,12,5,0.009878313168883324,83.93096160888672,0.2890625,167.89745585123697,0.029251462,0.0001,0.2,1547,32.096920013427734,0.9601098895072937,0.07999999076128006
131.77,357.35319079859534,1075200,4572,13,5,0.010610546916723251,86.2417984008789,0.20833333333333334,188.4927520751953,0.016165216,0.0001,0.2,1548,32.096920013427734,0.92989581823349,0.07999999076128006
133.07,361.97044714591834,1077248,4576,14,6,0.019821894355118275,128.40618896484375,0.208984375,230.75478744506836,0.01893864,0.0001,0.2,1549,32.096920013427734,0.918639063835144,0.07999999076128006
135.05,368.6326720939349,1079296,4582,15,6,0.010864762123674154,96.56217956542969,0.21484375,202.79590606689453,0.019319924,0.0001,0.2,1550,32.096920013427734,0.9311856627464294,0.07999999076128006
137.86,378.1385870620806,1081344,4585,16,7,0.009258854668587446,100.85702514648438,0.19791666666666666,179.6846720377604,0.017419042,0.0001,0.2,1551,32.096920013427734,0.9411078691482544,0.07999999076128006
136.62,373.50604860695427,1083392,4591,17,7,0.02402068426211675,101.7368392944336,0.2265625,190.685302734375,0.01694407,0.0001,0.2,1552,32.096920013427734,0.9408899545669556,0.07999999076128006
135.68,370.526821597998,1085440,4592,18,8,0.020896322404344875,77.51470947265625,0.2526041666666667,163.96795145670572,0.022399427,0.0001,0.2,1553,32.096920013427734,0.9633435606956482,0.07999999076128006
134.63,366.62623141763635,1087488,4594,19,8,0.02626131909588973,75.98261260986328,0.2825520833333333,168.34378560384116,0.024758251,0.0001,0.2,1554,32.096920013427734,0.9658085107803345,0.07999999076128006
134.82,366.9613752760355,1089536,4595,20,8,0.013192695875962576,100.40251922607422,0.24348958333333334,200.68993631998697,0.02294525,0.0001,0.2,1555,32.096920013427734,0.9321547746658325,0.07999999076128006
131.42,356.0321658735598,1091584,4596,21,9,0.015145879006013274,89.5572280883789,0.251953125,183.366943359375,0.023468832,0.0001,0.2,1556,32.096920013427734,0.9390183091163635,0.07999999076128006
130.85,354.55813788609225,1093632,4599,22,9,0.017029000911861658,106.39823150634766,0.240234375,198.25923919677734,0.0282921,0.0001,0.2,1557,32.096920013427734,0.9529750347137451,0.07999999076128006
128.23,347.3604808861468,1095680,4573,23,10,0.0210042716935277,121.61243438720703,0.236328125,238.74874114990234,0.021171521,0.0001,0.2,1558,32.096920013427734,0.9164266586303711,0.07999999076128006
125.59,339.9104352232192,1097728,4577,24,10,0.0010234632063657045,101.97257232666016,0.1796875,208.17112731933594,0.017217321,0.0001,0.2,1559,32.096920013427734,0.9577440023422241,0.07999999076128006
121.66,327.86017566610616,1099776,4579,25,11,0.016791213303804398,119.0185775756836,0.197265625,229.4454803466797,0.015688432,0.0001,0.2,1560,32.096920013427734,0.9461413025856018,0.07999999076128006
115.78,309.5087023309483,1101824,4580,26,11,0.014771205683549246,113.47518157958984,0.265625,218.1623789469401,0.027446851,0.0001,0.2,1561,32.096920013427734,0.9529358744621277,0.07999999076128006
114.0,303.9619875417721,1103872,4582,27,12,0.012318826901415983,78.57569885253906,0.22916666666666666,179.0175526936849,0.02014784,0.0001,0.2,1562,32.096920013427734,0.9605416059494019,0.07999999076128006
113.3,301.083033748103,1105920,4585,28,12,0.01587281096726656,125.67301940917969,0.185546875,237.37200927734375,0.014978428,0.0001,0.2,1563,32.096920013427734,0.9452074766159058,0.07999999076128006
111.02,294.8172609746601,1107968,4583,29,12,0.0131210305262357,117.21797943115234,0.1767578125,226.36194610595703,0.014801841,0.0001,0.2,1564,32.096920013427734,0.947051465511322,0.07999999076128006
110.52,293.60210751881453,1110016,4570,30,13,0.012891383469104766,96.41731262207031,0.225,190.03756408691407,0.017062997,0.0001,0.2,1565,32.096920013427734,0.9516801238059998,0.07999999076128006
109.16,289.231327735431,1112064,4566,31,13,0.011148446549971899,79.36453247070312,0.23828125,158.57537333170572,0.02053626,0.0001,0.2,1566,32.096920013427734,0.9667876958847046,0.07999999076128006
111.78,296.86730438285025,1114112,4565,32,14,0.0279769462843736,132.01113891601562,0.2747395833333333,223.06954956054688,0.025065675,0.0001,0.2,1567,32.096920013427734,0.945518970489502,0.07999999076128006
109.7,290.75002619715724,1116160,4566,33,14,0.008079412393271923,71.4726791381836,0.201171875,154.82521057128906,0.016344156,0.0001,0.2,1568,32.096920013427734,0.966508150100708,0.07999999076128006
111.74,296.26391749270897,1118208,4568,34,15,0.02280688751488924,87.70707702636719,0.208984375,178.74789428710938,0.016113412,0.0001,0.2,1569,32.096920013427734,0.961880624294281,0.07999999076128006
114.73,305.6000232896318,1120256,4569,35,15,0.01602962939068675,106.69754791259766,0.197265625,197.56549072265625,0.015569828,0.0001,0.2,1570,32.096920013427734,0.9498100876808167,0.07999999076128006
118.31,317.3105473321545,1122304,4570,36,16,0.019661569967865944,114.92500305175781,0.3059895833333333,235.20016479492188,0.034280602,0.0001,0.2,1571,32.096920013427734,0.9489759206771851,0.07999999076128006
119.89,322.5526391696972,1124352,4572,37,16,0.02067304402589798,91.35519409179688,0.2721354166666667,176.97041829427084,0.023646161,0.0001,0.2,1572,32.096920013427734,0.9507867097854614,0.07999999076128006
123.73,334.9984735045159,1126400,4575,38,17,0.009484802683194479,105.97016143798828,0.23697916666666666,218.46868387858072,0.018753568,0.0001,0.2,1573,32.096920013427734,0.9582489728927612,0.07999999076128006
125.83,341.1294611278044,1128448,4575,39,17,0.02446154095232487,96.59617614746094,0.26015625,189.00902709960937,0.01842865,0.0001,0.2,1574,32.096920013427734,0.9475660920143127,0.07999999076128006
129.61,353.8430050707104,1130496,4577,40,17,0.01016355725005269,82.63604736328125,0.177734375,173.44598007202148,0.014114552,0.0001,0.2,1575,32.096920013427734,0.9585250616073608,0.07999999076128006
130.07,354.91390017346936,1132544,4576,41,18,0.011959008872509003,85.67033386230469,0.19140625,179.1029510498047,0.015997967,0.0001,0.2,1576,32.096920013427734,0.952702522277832,0.07999999076128006
131.21,357.98364838565226,1134592,4578,42,18,0.01284850761294365,81.88404846191406,0.19270833333333334,174.97105916341147,0.014273872,0.0001,0.2,1577,32.096920013427734,0.956830620765686,0.07999999076128006
132.23,360.52493459128397,1136640,4577,43,19,0.024501549390455086,73.15648651123047,0.19140625,154.5998789469401,0.017250182,0.0001,0.2,1578,32.096920013427734,0.9573891162872314,0.07999999076128006
133.52,364.4099588239666,1138688,4579,44,19,0.011711609239379564,88.5515365600586,0.19401041666666666,192.02997334798178,0.016688542,0.0001,0.2,1579,32.096920013427734,0.9486008882522583,0.07999999076128006
135.63,372.1590129256321,1140736,4582,45,20,0.005272919933001201,95.89111328125,0.203125,198.96278381347656,0.016349776,0.0001,0.2,1580,32.096920013427734,0.9599424004554749,0.07999999076128006
136.56,374.9092741916003,1142784,4584,46,20,0.015117925902207693,95.02954864501953,0.25,195.64588419596353,0.018241609,0.0001,0.2,1581,32.096920013427734,0.9347187280654907,0.07999999076128006
