rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/value_loss,train/learning_rate,train/clip_range,train/explained_variance,train/entropy_loss,train/loss,train/std,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/n_updates
240.4058157448204,77,3919,148,827392,95.25,69.47723646163941,0.0003,0.2,0.9703114628791809,32.096920013427734,33.825252532958984,0.07999999076128006,0.72705078125,0.33916736,0.044585440400987865,2015
239.61122105938307,77,3919,149,829440,94.9,57.81830463409424,0.0003,0.2,0.9793313145637512,32.096920013427734,26.380537033081055,0.07999999076128006,0.794921875,0.51233536,0.0564512952696532,2020
242.88373582008364,78,3919,150,831488,95.94,48.626114463806154,0.0003,0.2,0.9795042872428894,32.096920013427734,20.81544303894043,0.07999999076128006,0.74853515625,0.53270835,0.0518699124106206,2025
243.3325216179662,78,3920,151,833536,96.04,54.288313484191896,0.0003,0.2,0.9775120615959167,32.096920013427734,30.47003173828125,0.07999999076128006,0.76533203125,0.41014433,0.04569391096010804,2030
235.33245166548437,79,3920,152,835584,93.02,48.58100786209106,0.0003,0.2,0.9818453788757324,32.096920013427734,22.130327224731445,0.07999999076128006,0.68330078125,0.24317983,0.011574276839382946,2035
230.8323860916636,79,3920,153,837632,91.37,46.68701515197754,0.0003,0.2,0.982170045375824,32.096920013427734,21.52058219909668,0.07999999076128006,0.7552734375,0.4673785,0.04032354480586946,2040
232.1988712653785,80,3921,154,839680,91.72,45.72798376083374,0.0003,0.2,0.9800081253051758,32.096920013427734,21.045345306396484,0.07999999076128006,0.77666015625,0.48864275,0.049808739521540704,2045
235.35529123825233,80,3921,155,841728,93.0,64.5103105545044,0.0003,0.2,0.9754422903060913,32.096920013427734,28.59423828125,0.07999999076128006,0.750390625,0.35667187,0.044553644489496946,2050
235.23654279336228,81,3922,156,843776,92.8,47.22280893325806,0.0003,0.2,0.9804139137268066,32.096920013427734,23.828235626220703,0.07999999076128006,0.75166015625,0.50903976,0.053307707712519914,2055
235.74016120395962,81,3922,157,845824,93.07,54.77260494232178,0.0003,0.2,0.9759631752967834,32.096920013427734,28.947237014770508,0.07999999076128006,0.7779296875,0.52352023,0.054636844841297716,2060
236.97016018416184,82,3922,158,847872,93.49,59.2846378326416,0.0003,0.2,0.9766649603843689,32.096920013427734,25.03661346435547,0.07999999076128006,0.76806640625,0.6136211,0.06327201162930578,2065
234.7942240123344,83,3922,159,849920,92.7,42.338403415679934,0.0003,0.2,0.9838666319847107,32.096920013427734,18.931135177612305,0.07999999076128006,0.86796875,4.9243417,0.13984575273934752,2070
233.82623111891672,83,3923,160,851968,92.57,69.99129905700684,0.0003,0.2,0.9693455100059509,32.096920013427734,24.032085418701172,0.07999999076128006,0.786328125,0.4929986,0.0670989443664439,2075
232.77178769800634,84,3923,161,854016,92.31,69.95273332595825,0.0003,0.2,0.9696055054664612,32.096920013427734,33.847530364990234,0.07999999076128006,0.73017578125,0.26772454,0.02178225773386657,2080
224.66768294770878,84,3924,162,856064,89.63,48.29984502792358,0.0003,0.2,0.9823408126831055,32.096920013427734,20.867198944091797,0.07999999076128006,0.8359375,3.2035897,0.114740425394848,2085
224.68841101035179,85,3924,163,858112,89.39,35.094731664657594,0.0003,0.2,0.9820157885551453,32.096920013427734,14.06690788269043,0.07999999076128006,0.8302734375,2.393352,0.12217986728064716,2090
223.64369435240397,85,3924,164,860160,88.66,38.04645848274231,0.0003,0.2,0.9817479252815247,32.096920013427734,17.186904907226562,0.07999999076128006,0.82685546875,0.8910024,0.0770652563078329,2095
221.70158698992924,86,3925,165,862208,87.91,41.52868099212647,0.0003,0.2,0.9829471111297607,32.096920013427734,20.848459243774414,0.07999999076128006,0.78662109375,0.70131147,0.065487868222408,2100
229.25762935470394,86,3925,166,864256,90.32,40.57972650527954,0.0003,0.2,0.984004557132721,32.096920013427734,19.401243209838867,0.07999999076128006,0.8376953125,1.0565711,0.07749000487383455,2105
234.31502991373011,87,3925,167,866304,92.22,62.58476762771606,0.0003,0.2,0.9744281768798828,32.096920013427734,31.230424880981445,0.07999999076128006,0.78681640625,0.79973185,0.08675463021500036,2110
242.19741345381465,87,3926,168,868352,95.05,69.16003551483155,0.0003,0.2,0.9698233008384705,32.096920013427734,36.28221893310547,0.07999999076128006,0.76845703125,0.40915015,0.034916219642036596,2115
242.95848456071445,88,3926,169,870400,95.51,62.23883533477783,0.0003,0.2,0.9768133163452148,32.096920013427734,30.914085388183594,0.07999999076128006,0.71298828125,0.9238118,0.05687403937336057,2120
248.39312355550896,88,3924,170,872448,97.46,72.28384084701538,0.0003,0.2,0.9728358387947083,32.096920013427734,40.44124984741211,0.07999999076128006,0.7453125,0.39099193,0.026430559577420354,2125
248.1763225899771,89,3923,171,874496,97.34,76.68293628692626,0.0003,0.2,0.9726330041885376,32.096920013427734,39.69553756713867,0.07999999076128006,0.75009765625,0.4171103,0.03766941423527896,2130
248.94197604944114,89,3923,172,876544,97.73,71.74457702636718,0.0003,0.2,0.9713422060012817,32.096920013427734,31.793685913085938,0.07999999076128006,0.71787109375,0.5715097,0.03474047796335071,2135
249.73135225205493,90,3923,173,878592,97.85,53.72914485931396,0.0003,0.2,0.9817033410072327,32.096920013427734,24.541358947753906,0.07999999076128006,0.729296875,0.45925277,0.031265534280100836,2140
250.45988225803822,90,3924,174,880640,98.19,56.57011680603027,0.0003,0.2,0.9805649518966675,32.096920013427734,29.55817985534668,0.07999999076128006,0.75283203125,0.5721143,0.057698695396538824,2145
253.4937451670116,91,3924,175,882688,99.24,73.35388574600219,0.0003,0.2,0.9707040786743164,32.096920013427734,33.67143249511719,0.07999999076128006,0.75966796875,0.3766182,0.036602424713782965,2150
250.04685540199534,91,3925,176,884736,98.3,73.18798704147339,0.0003,0.2,0.9755011796951294,32.096920013427734,43.541717529296875,0.07999999076128006,0.74970703125,0.32307535,0.02438810949679464,2155
255.96203109611218,92,3925,177,886784,100.22,65.16742963790894,0.0003,0.2,0.97652268409729,32.096920013427734,29.451601028442383,0.07999999076128006,0.709765625,0.3357542,0.01623272360302508,2160
