time/time_elapsed,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/explained_variance,train/entropy_loss,train/std,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/clip_range,train/clip_fraction,train/n_updates,train/approx_kl,train/loss
62,139,124.37,808960,4561,309.0808376552048,0.8731536269187927,32.096920013427734,0.07999999076128006,0.018086588010191917,0.0003,448.46119689941406,0.2,0.251953125,1418,0.02506217,226.67959594726562
62,140,123.05,811008,4562,304.4077692319315,0.8941627144813538,32.096920013427734,0.07999999076128006,0.027656102553009987,0.0003,328.6705322265625,0.2,0.2578125,1419,0.027721604,188.01095581054688
63,141,122.81,813056,4563,303.15910791949716,0.9055957794189453,32.096920013427734,0.07999999076128006,0.025964759290218353,0.0003,294.71226501464844,0.2,0.29296875,1420,0.034814388,145.12461853027344
63,142,121.76,815104,4565,299.60002734017024,0.9026673436164856,32.096920013427734,0.07999999076128006,0.02407862711697817,0.0003,334.7080078125,0.2,0.30078125,1421,0.04320601,167.89349365234375
64,143,122.16,817152,4566,301.3870555608861,0.894838809967041,32.096920013427734,0.07999999076128006,0.036313709104433656,0.0003,415.1938018798828,0.2,0.298828125,1422,0.04157006,185.59201049804688
64,144,123.5,819200,4567,305.3516738800578,0.8802245259284973,32.096920013427734,0.07999999076128006,0.04068872518837452,0.0003,353.34693908691406,0.2,0.330078125,1423,0.04826054,180.7423095703125
65,145,125.22,821248,4568,311.67629515498385,0.9085864424705505,32.096920013427734,0.07999999076128006,0.0409688763320446,0.0003,286.3372344970703,0.2,0.33984375,1424,0.062005997,148.46865844726562
65,146,127.15,823296,4569,319.37566938670034,0.8841425180435181,32.096920013427734,0.07999999076128006,0.037738122045993805,0.0003,362.516845703125,0.2,0.328125,1425,0.057264633,171.49209594726562
65,147,125.81,825344,4569,316.088590227029,0.8967058062553406,32.096920013427734,0.07999999076128006,0.03162261284887791,0.0003,355.8028259277344,0.2,0.349609375,1426,0.07534352,167.21685791015625
66,148,125.71,827392,4571,315.4848333662497,0.9148167371749878,32.096920013427734,0.07999999076128006,0.03443525452166796,0.0003,378.853759765625,0.2,0.310546875,1427,0.06515592,156.26280212402344
66,149,126.0,829440,4571,316.8831342764434,0.8915789127349854,32.096920013427734,0.07999999076128006,0.09486177377402782,0.0003,338.884033203125,0.2,0.353515625,1428,0.07505861,162.2399444580078
67,150,125.46,831488,4572,315.40565636787943,0.9344276189804077,32.096920013427734,0.07999999076128006,0.04751114593818784,0.0003,231.04169464111328,0.2,0.36328125,1429,0.09959647,123.47924041748047
67,151,122.66,833536,4573,306.17232116867365,0.9087313413619995,32.096920013427734,0.07999999076128006,0.08968491293489933,0.0003,351.9396514892578,0.2,0.376953125,1430,0.14337018,174.55934143066406
68,152,120.38,835584,4573,297.76067685306566,0.9450599551200867,32.096920013427734,0.07999999076128006,0.05589477904140949,0.0003,252.3494873046875,0.2,0.330078125,1431,0.09049173,123.89401245117188
68,153,121.99,837632,4570,301.51962983257073,0.9285808205604553,32.096920013427734,0.07999999076128006,0.0357764745131135,0.0003,254.90382385253906,0.2,0.34765625,1432,0.08522987,130.7942352294922
68,154,119.0,839680,4571,290.87470479127643,0.9313176274299622,32.096920013427734,0.07999999076128006,0.0252149049192667,0.0003,257.51819610595703,0.2,0.291015625,1433,0.056272708,118.38279724121094
69,155,115.77,841728,4571,280.03428319122924,0.9563859105110168,32.096920013427734,0.07999999076128006,0.03459036722779274,0.0003,205.88751983642578,0.2,0.287109375,1434,0.052247606,99.72221374511719
69,156,115.47,843776,4572,277.2238193600038,0.942366361618042,32.096920013427734,0.07999999076128006,0.06076065078377724,0.0003,243.4435272216797,0.2,0.306640625,1435,0.047197342,124.5595932006836
70,157,115.23,845824,4573,276.5265665573441,0.9508680701255798,32.096920013427734,0.07999999076128006,0.03583860816434026,0.0003,197.4276351928711,0.2,0.267578125,1436,0.05602157,88.95722961425781
70,158,113.52,847872,4573,270.8045451833531,0.9254375696182251,32.096920013427734,0.07999999076128006,0.03004137985408306,0.0003,243.43348693847656,0.2,0.27734375,1437,0.0388758,125.173583984375
71,159,110.77,849920,4573,264.0691720607907,0.9554389715194702,32.096920013427734,0.07999999076128006,0.022688177414238453,0.0003,175.1737060546875,0.2,0.244140625,1438,0.030813506,81.67330169677734
71,160,110.83,851968,4574,265.2706760610345,0.9542809128761292,32.096920013427734,0.07999999076128006,0.026074462104588747,0.0003,189.5899200439453,0.2,0.279296875,1439,0.040164225,91.29491424560547
72,161,107.74,854016,4574,257.36570206208717,0.9376261234283447,32.096920013427734,0.07999999076128006,0.025259343441575766,0.0003,242.3671112060547,0.2,0.26171875,1440,0.026184395,107.52022552490234
72,162,102.48,856064,4575,242.85936795789323,0.9607468247413635,32.096920013427734,0.07999999076128006,0.0215439610183239,0.0003,176.1263198852539,0.2,0.20703125,1441,0.024928888,91.317138671875
72,163,100.96,858112,4576,238.96828003490546,0.9638853073120117,32.096920013427734,0.07999999076128006,0.01643773727118969,0.0003,140.56916046142578,0.2,0.265625,1442,0.027574318,66.63043212890625
73,164,100.91,860160,4576,238.15010348039468,0.9535624980926514,32.096920013427734,0.07999999076128006,0.03858075477182865,0.0003,159.72747802734375,0.2,0.259765625,1443,0.028238676,77.146728515625
73,165,98.0,862208,4577,229.5600160727,0.9497379660606384,32.096920013427734,0.07999999076128006,0.029121851082891226,0.0003,211.83458709716797,0.2,0.19921875,1444,0.021025687,101.61012268066406
74,166,97.08,864256,4578,227.05524090717682,0.95545893907547,32.096920013427734,0.07999999076128006,0.021113462280482054,0.0003,192.10179138183594,0.2,0.208984375,1445,0.017591698,81.67279052734375
74,167,96.82,866304,4578,226.72605558581847,0.9548583030700684,32.096920013427734,0.07999999076128006,0.0327105646332105,0.0003,172.34179178873697,0.2,0.31640625,1446,0.035601795,77.79632568359375
75,168,96.94,868352,4579,226.89365488080003,0.9309358596801758,32.096920013427734,0.07999999076128006,0.029298105898002785,0.0003,267.64159138997394,0.2,0.2903645833333333,1447,0.03031586,146.65740966796875
75,169,96.31,870400,4579,225.7126428966252,0.9453275203704834,32.096920013427734,0.07999999076128006,0.02677308302372694,0.0003,221.75241088867188,0.2,0.236328125,1448,0.024693392,118.57869720458984
76,170,97.85,872448,4580,230.57090796212816,0.9173448085784912,32.096920013427734,0.07999999076128006,0.020304604433476925,0.0003,241.91967010498047,0.2,0.265625,1449,0.027967539,119.28363800048828
76,171,100.26,874496,4581,237.16138395260285,0.9189201593399048,32.096920013427734,0.07999999076128006,0.018532211892306805,0.0003,204.00908660888672,0.2,0.263671875,1450,0.035302013,107.2032699584961
76,172,103.62,876544,4582,246.51859833246735,0.9226391315460205,32.096920013427734,0.07999999076128006,0.024481458589434624,0.0003,239.13478088378906,0.2,0.296875,1451,0.037776023,126.81392669677734
77,173,103.64,878592,4583,246.91967057951516,0.9282633066177368,32.096920013427734,0.07999999076128006,0.021062366664409637,0.0003,226.77874755859375,0.2,0.275390625,1452,0.036527347,113.7778091430664
77,174,104.79,880640,4583,249.91179689905024,0.9374383687973022,32.096920013427734,0.07999999076128006,0.026961089111864567,0.0003,187.00827026367188,0.2,0.306640625,1453,0.04475014,89.85367584228516
78,175,104.91,882688,4584,250.41638417912753,0.9365555644035339,32.096920013427734,0.07999999076128006,0.017243774607777596,0.0003,195.0530014038086,0.2,0.259765625,1454,0.039039563,108.39299774169922
78,176,103.07,884736,4585,246.12272007409928,0.9288363456726074,32.096920013427734,0.07999999076128006,0.01860211882740259,0.0003,181.54674530029297,0.2,0.263671875,1455,0.037742574,80.74956512451172
79,177,102.47,886784,4586,243.88120572501455,0.9404691457748413,32.096920013427734,0.07999999076128006,0.04223473742604256,0.0003,176.7984619140625,0.2,0.29296875,1456,0.040327705,85.59406280517578
79,178,102.11,888832,4587,243.1399237064308,0.9581872224807739,32.096920013427734,0.07999999076128006,0.03067238535732031,0.0003,125.33369827270508,0.2,0.294921875,1457,0.036271326,58.45021057128906
79,179,101.31,890880,4587,241.69076324708882,0.9396904110908508,32.096920013427734,0.07999999076128006,0.04134020139463246,0.0003,170.2964096069336,0.2,0.275390625,1458,0.037158728,80.76185607910156
80,180,100.01,892928,4588,237.86569094577033,0.9700101613998413,32.096920013427734,0.07999999076128006,0.02885212330147624,0.0003,111.5899429321289,0.2,0.310546875,1459,0.05181445,53.61802291870117
80,181,101.54,894976,4589,241.4608026090145,0.9545189142227173,32.096920013427734,0.07999999076128006,0.03686794266104698,0.0003,109.30123519897461,0.2,0.322265625,1460,0.05725729,52.18456268310547
81,182,100.76,897024,4590,239.93319877257173,0.9575293064117432,32.096920013427734,0.07999999076128006,0.060731728095561266,0.0003,124.60029983520508,0.2,0.30859375,1461,0.05710977,58.7939453125
81,183,100.98,899072,4591,240.85012909924882,0.9748800992965698,32.096920013427734,0.07999999076128006,0.057574717327952385,0.0003,93.83661651611328,0.2,0.365234375,1462,0.070208274,46.81235885620117
82,184,101.46,901120,4592,242.182422587624,0.9447152614593506,32.096920013427734,0.07999999076128006,0.046264298260211945,0.0003,120.08708572387695,0.2,0.357421875,1463,0.069000706,59.06830978393555
82,185,101.33,903168,4592,242.0455247742636,0.971846342086792,32.096920013427734,0.07999999076128006,0.07720198482275009,0.0003,95.25700759887695,0.2,0.361328125,1464,0.08737534,49.06623840332031
82,186,102.89,905216,4593,246.12464307041097,0.9651648998260498,32.096920013427734,0.07999999076128006,0.059072745963931084,0.0003,92.02437591552734,0.2,0.376953125,1465,0.08903398,48.18617630004883
83,187,105.37,907264,4594,252.67217508599686,0.9459688663482666,32.096920013427734,0.07999999076128006,0.033338296227157116,0.0003,127.92157745361328,0.2,0.3671875,1466,0.06972855,62.5260124206543
83,188,108.34,909312,4595,260.79811207021,0.9657132625579834,32.096920013427734,0.07999999076128006,0.0616516605950892,0.0003,85.86364364624023,0.2,0.35546875,1467,0.08551654,35.65335464477539
84,189,111.8,911360,4596,270.1725109132921,0.9502130746841431,32.096920013427734,0.07999999076128006,0.0517502692528069,0.0003,119.17784881591797,0.2,0.361328125,1468,0.07431885,56.27863311767578
84,190,115.96,913408,4597,281.75430492100367,0.9527372121810913,32.096920013427734,0.07999999076128006,0.04026854783296585,0.0003,122.26366424560547,0.2,0.349609375,1469,0.078563094,58.491546630859375
85,191,120.21,915456,4598,293.726402761117,0.9388666749000549,32.096920013427734,0.07999999076128006,0.04627314582467079,0.0003,134.90325164794922,0.2,0.337890625,1470,0.07090022,75.9868392944336
85,192,123.77,917504,4598,304.7717169409611,0.9575256705284119,32.096920013427734,0.07999999076128006,0.026520472019910812,0.0003,112.61760711669922,0.2,0.28125,1471,0.043303628,50.529083251953125
85,193,126.92,919552,4599,314.47845271548425,0.9420217871665955,32.096920013427734,0.07999999076128006,0.04573761485517025,0.0003,171.41495513916016,0.2,0.35546875,1472,0.06141225,78.35446166992188
86,194,129.44,921600,4600,322.97537586264343,0.946323037147522,32.096920013427734,0.07999999076128006,0.029365679249167442,0.0003,131.98936462402344,0.2,0.306640625,1473,0.04129435,59.908348083496094
86,195,131.59,923648,4600,329.8216199131849,0.9346984624862671,32.096920013427734,0.07999999076128006,0.05555414641276002,0.0003,158.9244842529297,0.2,0.294921875,1474,0.053027913,69.48640441894531
87,196,133.05,925696,4601,335.5504065311369,0.9348638653755188,32.096920013427734,0.07999999076128006,0.05341796204447746,0.0003,181.85340881347656,0.2,0.3125,1475,0.05386901,81.7447509765625
87,197,134.2,927744,4602,340.8651950594287,0.8948791027069092,32.096920013427734,0.07999999076128006,0.04316313657909632,0.0003,248.2447967529297,0.2,0.30859375,1476,0.043736264,113.30874633789062
88,198,136.27,929792,4602,348.5188236473425,0.8699377775192261,32.096920013427734,0.07999999076128006,0.05225704959593713,0.0003,244.31868743896484,0.2,0.28515625,1477,0.055432,122.39688110351562
88,199,137.88,931840,4603,355.30909099452333,0.7807303667068481,32.096920013427734,0.07999999076128006,0.03585992753505707,0.0003,215.11576080322266,0.2,0.27734375,1478,0.04173958,98.15538024902344
88,200,140.37,933888,4604,364.34446057996183,0.875035285949707,32.096920013427734,0.07999999076128006,0.028229374438524246,0.0003,265.2881546020508,0.2,0.248046875,1479,0.034768946,110.53756713867188
89,201,142.25,935936,4604,371.88323614942544,0.8173701167106628,32.096920013427734,0.07999999076128006,0.019902385771274567,0.0003,232.04104614257812,0.2,0.265625,1480,0.027709506,112.36592102050781
89,202,144.31,937984,4605,378.8517103084551,0.7568780779838562,32.096920013427734,0.07999999076128006,0.028602197766304016,0.0003,274.0803527832031,0.2,0.232421875,1481,0.029375382,119.25225067138672
90,203,146.08,940032,4606,384.98675764609646,0.8861464858055115,32.096920013427734,0.07999999076128006,0.017165325582027435,0.0003,254.69021606445312,0.2,0.2265625,1482,0.024352983,127.1225357055664
90,204,146.99,942080,4606,389.03750086116366,0.7766767740249634,32.096920013427734,0.07999999076128006,0.00848977081477642,0.0003,208.5739288330078,0.2,0.21484375,1483,0.020420652,95.81461334228516
91,205,147.45,944128,4607,391.3493861142973,0.7829080820083618,32.096920013427734,0.07999999076128006,0.01627117395401001,0.0003,230.6223373413086,0.2,0.193359375,1484,0.018214447,112.44561004638672
91,206,147.75,946176,4608,392.9179677640684,0.751623272895813,32.096920013427734,0.07999999076128006,0.004990012850612402,0.0003,263.99444580078125,0.2,0.197265625,1485,0.017706012,140.5086212158203
91,207,147.72,948224,4609,393.5567525692568,0.7311807870864868,32.096920013427734,0.07999999076128006,0.029729838017374277,0.0003,238.45867919921875,0.2,0.267578125,1486,0.043145146,117.85175323486328
92,208,147.61,950272,4609,393.86809965994826,0.8245953321456909,32.096920013427734,0.07999999076128006,0.017941243946552277,0.0003,301.6360778808594,0.2,0.267578125,1487,0.03221011,133.40179443359375
92,209,147.16,952320,4606,393.02022565977114,0.8263342380523682,32.096920013427734,0.07999999076128006,0.043533855117857456,0.0003,285.0139617919922,0.2,0.267578125,1488,0.04143023,148.66744995117188
93,210,146.44,954368,4598,390.7634559096746,0.8364652395248413,32.096920013427734,0.07999999076128006,0.022470138501375914,0.0003,327.04039001464844,0.2,0.232421875,1489,0.025092158,165.9693603515625
93,211,146.29,956416,4598,390.89982353969737,0.8458939790725708,32.096920013427734,0.07999999076128006,0.045136185828596354,0.0003,366.3363494873047,0.2,0.263671875,1490,0.035166785,200.32855224609375
94,212,146.57,958464,4597,391.75384580456097,0.707851767539978,32.096920013427734,0.07999999076128006,0.03920133505016565,0.0003,238.98690032958984,0.2,0.2578125,1491,0.031032154,119.88911437988281
94,213,146.04,960512,4594,390.0185980859126,0.8076918125152588,32.096920013427734,0.07999999076128006,0.05294084548950195,0.0003,287.1369323730469,0.2,0.267578125,1492,0.04248792,132.2326202392578
95,214,145.46,962560,4594,387.739992219485,0.8261293172836304,32.096920013427734,0.07999999076128006,0.025767775252461433,0.0003,352.1351318359375,0.2,0.27734375,1493,0.03840958,154.84217834472656
95,215,144.37,964608,4594,383.86388842730184,0.8752534985542297,32.096920013427734,0.07999999076128006,0.014670653268694878,0.0003,306.538330078125,0.2,0.251953125,1494,0.024217775,154.8203125
96,216,143.33,966656,4595,379.8682617439314,0.8713027238845825,32.096920013427734,0.07999999076128006,0.019388673827052116,0.0003,339.61061096191406,0.2,0.23828125,1495,0.027064601,151.54859924316406
96,217,142.53,968704,4595,377.53327003180215,0.8838955163955688,32.096920013427734,0.07999999076128006,0.02349180867895484,0.0003,342.27626037597656,0.2,0.25,1496,0.020316383,159.1996307373047
97,218,141.16,970752,4596,370.96357526647677,0.8742658495903015,32.096920013427734,0.07999999076128006,0.02468734420835972,0.0003,368.8859100341797,0.2,0.20703125,1497,0.02363478,213.8824462890625
97,219,138.92,972800,4596,361.3222524501588,0.8827134370803833,32.096920013427734,0.07999999076128006,0.01082184910774231,0.0003,370.4113311767578,0.2,0.181640625,1498,0.022795843,150.4282684326172
97,220,139.1,974848,4597,360.7446364817777,0.887118935585022,32.096920013427734,0.07999999076128006,0.012692956253886223,0.0003,348.4032745361328,0.2,0.18359375,1499,0.016700322,175.3364715576172
98,221,137.39,976896,4597,353.8028608957068,0.8898938894271851,32.096920013427734,0.07999999076128006,0.017746707424521446,0.0003,312.528076171875,0.2,0.169921875,1500,0.018700473,137.14195251464844
98,222,136.71,978944,4598,351.58236509691415,0.916356086730957,32.096920013427734,0.07999999076128006,0.021810920909047127,0.0003,329.6996256510417,0.2,0.24348958333333334,1501,0.030771324,137.61509704589844
99,223,135.64,980992,4598,346.3502126679199,0.9056320190429688,32.096920013427734,0.07999999076128006,0.021728545155686636,0.0003,288.39317830403644,0.2,0.2669270833333333,1502,0.027865365,117.41838836669922
99,224,135.76,983040,4599,347.20091715025524,0.9321786165237427,32.096920013427734,0.07999999076128006,0.008629293491442999,0.0003,229.60220845540366,0.2,0.24088541666666666,1503,0.020763852,103.43525695800781
100,225,135.69,985088,4599,347.82068675773235,0.9410502314567566,32.096920013427734,0.07999999076128006,0.02595505677163601,0.0003,207.7469940185547,0.2,0.2890625,1504,0.03536571,108.3025894165039
100,226,134.86,987136,4600,346.16190133650156,0.9306067228317261,32.096920013427734,0.07999999076128006,0.02821168373338878,0.0003,250.00811767578125,0.2,0.306640625,1505,0.040203415,134.89341735839844
101,227,133.76,989184,4600,342.40147159954,0.9305407404899597,32.096920013427734,0.07999999076128006,0.01625862345099449,0.0003,231.2305145263672,0.2,0.283203125,1506,0.04571978,114.87970733642578
101,228,133.44,991232,4601,341.80797854047574,0.9397099018096924,32.096920013427734,0.07999999076128006,0.04636507108807564,0.0003,243.41632080078125,0.2,0.33203125,1507,0.063758045,115.40705108642578
101,229,133.29,993280,4601,341.80503017257377,0.925145149230957,32.096920013427734,0.07999999076128006,0.0317657794803381,0.0003,254.29592895507812,0.2,0.369140625,1508,0.116094306,145.57618713378906
102,230,134.27,995328,4602,344.4468261671596,0.9424214363098145,32.096920013427734,0.07999999076128006,0.08309954218566418,0.0003,201.66659545898438,0.2,0.359375,1509,0.13195355,109.21792602539062
102,231,133.27,997376,4602,340.82519742674236,0.9189214110374451,32.096920013427734,0.07999999076128006,0.06229308806359768,0.0003,232.4381332397461,0.2,0.388671875,1510,0.104730695,116.62279510498047
103,232,132.76,999424,4603,338.72694618174,0.9633820652961731,32.096920013427734,0.07999999076128006,0.036427970975637436,0.0003,101.1320915222168,0.2,0.349609375,1511,0.08315815,49.669349670410156
103,233,130.47,1001472,4604,332.37881325080883,0.9511007070541382,32.096920013427734,0.07999999076128006,0.056821429869160056,0.0003,147.4716567993164,0.2,0.318359375,1512,0.05979851,75.10989379882812
104,234,130.64,1003520,4604,332.1891101484268,0.9451174736022949,32.096920013427734,0.07999999076128006,0.056805312633514404,0.0003,128.7366828918457,0.2,0.34765625,1513,0.05850078,62.945674896240234
104,235,128.67,1005568,4605,326.31660381522744,0.9649122357368469,32.096920013427734,0.07999999076128006,0.07418271712958813,0.0003,108.38052749633789,0.2,0.380859375,1514,0.14833474,60.61658477783203
105,236,127.2,1007616,4603,320.9817708030927,0.9661014080047607,32.096920013427734,0.07999999076128006,0.06050857435911894,0.0003,111.5277099609375,0.2,0.330078125,1515,0.10693894,56.39745330810547
105,237,127.6,1009664,4603,322.12294471133316,0.9467251300811768,32.096920013427734,0.07999999076128006,0.06725027086213231,0.0003,162.17975616455078,0.2,0.353515625,1516,0.10933152,75.01654052734375
105,238,125.96,1011712,4603,316.37063374758685,0.959143340587616,32.096920013427734,0.07999999076128006,0.07679491536691785,0.0003,110.48388671875,0.2,0.35546875,1517,0.11975002,56.21209716796875
106,239,126.23,1013760,4603,315.8932166349674,0.964069664478302,32.096920013427734,0.07999999076128006,0.06997054256498814,0.0003,119.34181213378906,0.2,0.376953125,1518,0.1268534,55.56978988647461
106,240,124.69,1015808,4603,311.1856229304572,0.959817111492157,32.096920013427734,0.07999999076128006,0.05450496589764953,0.0003,133.27086639404297,0.2,0.3671875,1519,0.11356052,66.09732055664062
107,241,122.11,1017856,4603,304.0481176473146,0.9593445658683777,32.096920013427734,0.07999999076128006,0.0766542605124414,0.0003,137.56385040283203,0.2,0.3515625,1520,0.109602734,66.56951904296875
107,242,119.15,1019904,4604,295.6831512387264,0.9757571220397949,32.096920013427734,0.07999999076128006,0.04032820835709572,0.0003,96.76072311401367,0.2,0.37109375,1521,0.1339784,45.8566780090332
108,243,115.61,1021952,4604,286.3434622323132,0.9682139754295349,32.096920013427734,0.07999999076128006,0.060009824112057686,0.0003,124.0067138671875,0.2,0.36328125,1522,0.12562102,63.19854736328125
108,244,113.02,1024000,4604,279.5707276375118,0.975409746170044,32.096920013427734,0.07999999076128006,0.04506312217563391,0.0003,94.21932601928711,0.2,0.32421875,1523,0.07421093,46.75355529785156
108,245,111.13,1026048,4604,274.4711607934163,0.962191641330719,32.096920013427734,0.07999999076128006,0.07560466416180134,0.0003,118.97440338134766,0.2,0.36328125,1524,0.088130414,54.83817672729492
109,246,108.9,1028096,4604,269.1971819866161,0.9668633341789246,32.096920013427734,0.07999999076128006,0.030479402979835868,0.0003,123.85028839111328,0.2,0.314453125,1525,0.08745106,61.47771453857422
109,247,107.63,1030144,4604,266.1634707417398,0.9777166247367859,32.096920013427734,0.07999999076128006,0.03235885500907898,0.0003,95.22877502441406,0.2,0.357421875,1526,0.099363625,50.205963134765625
110,248,110.13,1032192,4604,273.06282322089396,0.9516833424568176,32.096920013427734,0.07999999076128006,0.07714408356696367,0.0003,130.2071533203125,0.2,0.361328125,1527,0.12808898,65.95841979980469
110,249,111.33,1034240,4604,276.3092321140697,0.9744767546653748,32.096920013427734,0.07999999076128006,0.11876053642481565,0.0003,88.42037200927734,0.2,0.408203125,1528,0.3944183,48.225852966308594
111,250,112.73,1036288,4604,281.1282675571185,0.9541394114494324,32.096920013427734,0.07999999076128006,0.08721313439309597,0.0003,134.8600082397461,0.2,0.416015625,1529,0.37634307,68.50144958496094
111,251,113.72,1038336,4604,284.8220471231586,0.9725605249404907,32.096920013427734,0.07999999076128006,0.12859413214027882,0.0003,112.86630630493164,0.2,0.41015625,1530,0.33907738,63.81914520263672
112,252,119.58,1040384,4605,302.3816203994426,0.9461273550987244,32.096920013427734,0.07999999076128006,0.10005097137764096,0.0003,175.2579574584961,0.2,0.439453125,1531,0.33609894,80.81573486328125
112,253,123.11,1042432,4605,313.989682883314,0.9494163990020752,32.096920013427734,0.07999999076128006,0.09845343185588717,0.0003,253.05030822753906,0.2,0.416015625,1532,0.26812154,146.15789794921875
112,254,126.59,1044480,4605,326.0979689485832,0.9349559545516968,32.096920013427734,0.07999999076128006,0.0790996216237545,0.0003,200.91732025146484,0.2,0.404296875,1533,0.2462462,115.2464370727539
113,255,128.09,1046528,4605,333.94246728934877,0.9498551487922668,32.096920013427734,0.07999999076128006,0.13671224005520344,0.0003,191.20916748046875,0.2,0.388671875,1534,0.2663696,90.23324584960938
113,256,132.83,1048576,4605,350.20830237948854,0.954359233379364,32.096920013427734,0.07999999076128006,0.053736511152237654,0.0003,198.18810272216797,0.2,0.3671875,1535,0.13755843,95.5902099609375
