time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/n_updates,train/entropy_loss,train/value_loss,train/std,train/clip_fraction,train/learning_rate,train/explained_variance
73,2107392,196.262714250766,83.93,3681,133,0.013979722124834856,0.013720498,0.2,19.474538803100586,2094,32.096920013427734,38.07111104329427,0.07999999076128006,0.19140625,0.0001,0.981628954410553
74,2109440,194.00783357868104,82.55,3681,134,0.005438041873276234,0.0132017685,0.2,18.299108505249023,2095,32.096920013427734,32.70084889729818,0.07999999076128006,0.18489583333333334,0.0001,0.9861590266227722
75,2111488,196.5358615628134,83.48,3681,135,0.016664553433656693,0.020801466,0.2,35.07786178588867,2096,32.096920013427734,55.40842342376709,0.07999999076128006,0.2646484375,0.0001,0.9744536280632019
75,2113536,195.97427083974608,83.03,3680,136,0.011699071930100521,0.016813667,0.2,14.865887641906738,2097,32.096920013427734,40.318735122680664,0.07999999076128006,0.22395833333333334,0.0001,0.9788892269134521
76,2115584,192.76062451203234,81.34,3680,137,0.02231186379988988,0.026455725,0.2,17.541763305664062,2098,32.096920013427734,37.00832875569662,0.07999999076128006,0.2721354166666667,0.0001,0.9825993180274963
76,2117632,193.4031196353277,81.79,3680,138,0.0066878584523995714,0.017260352,0.2,120.14132690429688,2099,32.096920013427734,166.8694101969401,0.07999999076128006,0.22005208333333334,0.0001,0.9241207242012024
77,2119680,192.58459743571967,81.65,3680,139,0.005279648428161939,0.019996298,0.2,68.72254180908203,2100,32.096920013427734,81.12135696411133,0.07999999076128006,0.24088541666666666,0.0001,0.9614506363868713
77,2121728,193.81884526650262,82.39,3679,140,-0.0009901424249013264,0.015316813,0.2,47.7678337097168,2101,32.096920013427734,77.35635630289714,0.07999999076128006,0.19270833333333334,0.0001,0.9576787948608398
78,2123776,193.5724549246978,82.56,3679,141,0.011998400713006655,0.018286081,0.2,17.537059783935547,2102,32.096920013427734,37.050184885660805,0.07999999076128006,0.23697916666666666,0.0001,0.9842665195465088
79,2125824,192.3561594733391,82.08,3679,142,-0.0006306686749060949,0.015390064,0.2,78.25425720214844,2103,32.096920013427734,143.0255889892578,0.07999999076128006,0.1953125,0.0001,0.9215919971466064
79,2127872,196.85127478628084,84.01,3678,143,0.017067527398467064,0.029553128,0.2,29.895322799682617,2104,32.096920013427734,81.18788019816081,0.07999999076128006,0.2903645833333333,0.0001,0.9615410566329956
80,2129920,196.73460653308092,83.73,3678,144,0.02056981964657704,0.0332437,0.2,15.47817611694336,2105,32.096920013427734,30.491443634033203,0.07999999076128006,0.3268229166666667,0.0001,0.9857772588729858
80,2131968,201.36948995698162,85.88,3678,145,0.013128586113452911,0.015501896,0.2,15.377774238586426,2106,32.096920013427734,32.33728218078613,0.07999999076128006,0.228515625,0.0001,0.9853802919387817
81,2134016,203.10214824619408,86.7,3678,146,0.014377042340735594,0.027310625,0.2,22.8835506439209,2107,32.096920013427734,52.11919275919596,0.07999999076128006,0.30078125,0.0001,0.9802605509757996
81,2136064,206.2575626635014,88.11,3678,147,0.023743343073874712,0.04218621,0.2,14.226020812988281,2108,32.096920013427734,31.24092674255371,0.07999999076128006,0.3424479166666667,0.0001,0.986243724822998
82,2138112,206.99638311633367,88.67,3677,148,0.026033416390419006,0.0155414315,0.2,14.108526229858398,2109,32.096920013427734,30.716211318969727,0.07999999076128006,0.2109375,0.0001,0.985056459903717
82,2140160,207.14415235493018,88.93,3677,149,0.024491516252358753,0.027157262,0.2,16.83331871032715,2110,32.096920013427734,37.48273213704427,0.07999999076128006,0.2994791666666667,0.0001,0.9842864274978638
83,2142208,204.99172486956002,88.35,3677,150,-0.0009117809434731802,0.0144859115,0.2,36.05830764770508,2111,32.096920013427734,79.5714823404948,0.07999999076128006,0.18489583333333334,0.0001,0.9719997644424438
84,2144256,204.446138694194,88.26,3677,151,0.011447279248386621,0.018071255,0.2,24.719724655151367,2112,32.096920013427734,49.345001220703125,0.07999999076128006,0.2431640625,0.0001,0.9778526425361633
84,2146304,202.28002124950922,87.46,3677,152,0.004423728212714195,0.019190399,0.2,21.92237663269043,2113,32.096920013427734,47.96905390421549,0.07999999076128006,0.23828125,0.0001,0.9755740165710449
85,2148352,202.40292400262825,87.66,3676,153,0.011719842751820883,0.02355023,0.2,18.721961975097656,2114,32.096920013427734,36.22655741373698,0.07999999076128006,0.234375,0.0001,0.9789988398551941
85,2150400,200.42660323327382,86.63,3676,154,0.027054823624591034,0.031143526,0.2,14.555010795593262,2115,32.096920013427734,28.679632822672527,0.07999999076128006,0.31640625,0.0001,0.9866815209388733
86,2152448,198.03832070975375,85.31,3676,155,0.03507831459864974,0.024604043,0.2,13.851922035217285,2116,32.096920013427734,29.255535125732422,0.07999999076128006,0.255859375,0.0001,0.9878590703010559
86,2154496,199.585316042719,85.72,3676,156,0.007979510352015495,0.01598081,0.2,16.398374557495117,2117,32.096920013427734,32.58504295349121,0.07999999076128006,0.212890625,0.0001,0.9842855930328369
87,2156544,199.40895504824093,85.33,3676,157,0.01833409070968628,0.0371044,0.2,19.8492431640625,2118,32.096920013427734,55.063873291015625,0.07999999076128006,0.3268229166666667,0.0001,0.9786508083343506
88,2158592,201.46732686662537,85.66,3675,158,0.023698630432287853,0.025039233,0.2,14.951850891113281,2119,32.096920013427734,34.421548207600914,0.07999999076128006,0.2643229166666667,0.0001,0.9839475154876709
88,2160640,203.95424479184277,86.3,3675,159,0.021559218565622967,0.017131954,0.2,25.00171661376953,2120,32.096920013427734,44.045647939046226,0.07999999076128006,0.23958333333333334,0.0001,0.9813520908355713
89,2162688,206.29954527084104,87.05,3675,160,0.021238772198557854,0.018135851,0.2,22.311744689941406,2121,32.096920013427734,45.03568649291992,0.07999999076128006,0.2265625,0.0001,0.9798420071601868
89,2164736,210.2391934446313,88.54,3675,161,0.014139712477723757,0.014666934,0.2,25.43952751159668,2122,32.096920013427734,52.783007303873696,0.07999999076128006,0.20833333333333334,0.0001,0.9746853113174438
90,2166784,209.24005374270192,88.13,3673,162,0.012865951595207056,0.028696077,0.2,16.909822463989258,2123,32.096920013427734,30.589043935139973,0.07999999076128006,0.3111979166666667,0.0001,0.9867690801620483
90,2168832,207.5828372384175,87.59,3673,163,0.026373558367292087,0.033047453,0.2,21.49073600769043,2124,32.096920013427734,41.66006342569987,0.07999999076128006,0.2903645833333333,0.0001,0.9831308126449585
91,2170880,203.76894582652506,86.49,3672,164,0.009638281849523386,0.018546889,0.2,18.033069610595703,2125,32.096920013427734,37.39386749267578,0.07999999076128006,0.22395833333333334,0.0001,0.9849810004234314
92,2172928,199.33594992081726,84.93,3672,165,0.01293490050981442,0.01620993,0.2,12.671846389770508,2126,32.096920013427734,24.530845642089844,0.07999999076128006,0.22526041666666666,0.0001,0.9884902238845825
92,2174976,197.8511392274026,84.71,3672,166,0.007245041740437348,0.014210104,0.2,13.661415100097656,2127,32.096920013427734,27.98096211751302,0.07999999076128006,0.18489583333333334,0.0001,0.9879423975944519
93,2177024,196.468749435718,84.4,3671,167,0.026271108848353226,0.029822404,0.2,12.296182632446289,2128,32.096920013427734,24.65941874186198,0.07999999076128006,0.2994791666666667,0.0001,0.9899952411651611
93,2179072,196.07917894632214,84.2,3671,168,0.02651409711688757,0.031273972,0.2,12.77298641204834,2129,32.096920013427734,24.935876210530598,0.07999999076128006,0.3046875,0.0001,0.9893802404403687
94,2181120,196.02615725819447,84.33,3671,169,0.019892196481426556,0.02314122,0.2,10.322732925415039,2130,32.096920013427734,23.825542449951172,0.07999999076128006,0.2682291666666667,0.0001,0.9879618287086487
94,2183168,192.9365515542773,83.13,3671,170,0.02206130449970563,0.020543715,0.2,12.310864448547363,2131,32.096920013427734,28.101455052693684,0.07999999076128006,0.2708333333333333,0.0001,0.9880150556564331
95,2185216,191.441396771393,82.82,3671,171,0.002750772488070652,0.019892313,0.2,83.22065734863281,2132,32.096920013427734,92.81958961486816,0.07999999076128006,0.23046875,0.0001,0.9671950936317444
95,2187264,191.28735394770422,82.8,3671,172,0.022531749680638313,0.027635213,0.2,10.805201530456543,2133,32.096920013427734,19.072683334350586,0.07999999076128006,0.275390625,0.0001,0.9916832447052002
96,2189312,191.54925958148894,82.86,3671,173,0.013668025145307183,0.018878752,0.2,13.384299278259277,2134,32.096920013427734,26.736231803894043,0.07999999076128006,0.216796875,0.0001,0.9866315126419067
97,2191360,194.02786258730828,83.71,3671,174,0.01172899641096592,0.020655302,0.2,11.950385093688965,2135,32.096920013427734,23.89579963684082,0.07999999076128006,0.228515625,0.0001,0.989564836025238
97,2193408,198.54778151073663,85.52,3671,175,0.0328364260494709,0.048918594,0.2,10.886761665344238,2136,32.096920013427734,22.7250337600708,0.07999999076128006,0.294921875,0.0001,0.9896665811538696
98,2195456,200.68374527111627,86.11,3671,176,0.03155163978226483,0.032215953,0.2,17.486888885498047,2137,32.096920013427734,34.278663635253906,0.07999999076128006,0.287109375,0.0001,0.9865140914916992
98,2197504,202.92737025119834,86.91,3671,177,0.00927818100899458,0.031601965,0.2,13.965174674987793,2138,32.096920013427734,27.192330360412598,0.07999999076128006,0.275390625,0.0001,0.9864169359207153
99,2199552,203.24395444661718,87.03,3671,178,0.033765748143196106,0.023712395,0.2,13.578181266784668,2139,32.096920013427734,23.898886680603027,0.07999999076128006,0.259765625,0.0001,0.9886713624000549
99,2201600,204.25838630661423,87.6,3671,179,0.03249242156744003,0.026004868,0.2,16.702335357666016,2140,32.096920013427734,31.13025665283203,0.07999999076128006,0.255859375,0.0001,0.9855542778968811
100,2203648,205.3147633352095,88.11,3671,180,0.026058999821543694,0.023409925,0.2,14.565181732177734,2141,32.096920013427734,30.228154182434082,0.07999999076128006,0.255859375,0.0001,0.9870270490646362
100,2205696,205.73240849809903,88.53,3671,181,0.008884061127901077,0.018912775,0.2,12.872806549072266,2142,32.096920013427734,29.61404800415039,0.07999999076128006,0.232421875,0.0001,0.9864257574081421
101,2207744,208.3479611944439,89.96,3671,182,0.008703859522938728,0.015487902,0.2,19.57248306274414,2143,32.096920013427734,38.36750793457031,0.07999999076128006,0.244140625,0.0001,0.979019284248352
102,2209792,206.05716035970755,89.18,3670,183,0.017191987484693527,0.02981319,0.2,41.2767448425293,2144,32.096920013427734,61.27860895792643,0.07999999076128006,0.3190104166666667,0.0001,0.9714522957801819
102,2211840,203.9270222802352,88.65,3670,184,0.020066943019628525,0.02684216,0.2,16.25858497619629,2145,32.096920013427734,32.918164571126304,0.07999999076128006,0.2799479166666667,0.0001,0.9810925126075745
103,2213888,203.7264367395896,88.89,3670,185,0.013948022698362669,0.021851808,0.2,13.016722679138184,2146,32.096920013427734,26.89892069498698,0.07999999076128006,0.24348958333333334,0.0001,0.9856188893318176
103,2215936,200.23059689343253,87.88,3670,186,0.011025068039695421,0.017887378,0.2,22.967161178588867,2147,32.096920013427734,57.288812001546226,0.07999999076128006,0.22135416666666666,0.0001,0.9752516150474548
104,2217984,200.4553212966721,88.01,3670,187,0.017905751708894968,0.029379915,0.2,18.040679931640625,2148,32.096920013427734,35.19492530822754,0.07999999076128006,0.275390625,0.0001,0.9859113693237305
104,2220032,200.2766140911759,87.92,3670,188,0.02245315071195364,0.019240553,0.2,22.304780960083008,2149,32.096920013427734,41.8033390045166,0.07999999076128006,0.2578125,0.0001,0.9812724590301514
105,2222080,195.86000152099365,86.17,3670,189,0.01812245324254036,0.015191289,0.2,28.055776596069336,2150,32.096920013427734,86.38236618041992,0.07999999076128006,0.1953125,0.0001,0.9509519338607788
106,2224128,197.45000849002022,87.08,3670,190,0.01671913048873345,0.040298607,0.2,84.36066436767578,2151,32.096920013427734,171.0734100341797,0.07999999076128006,0.3372395833333333,0.0001,0.916763424873352
106,2226176,198.04070032436334,87.6,3670,191,0.007044742815196514,0.022716187,0.2,44.73895263671875,2152,32.096920013427734,94.35310363769531,0.07999999076128006,0.25390625,0.0001,0.9540249109268188
107,2228224,196.97721407741847,87.52,3670,192,0.011230262229219079,0.023264762,0.2,69.20758056640625,2153,32.096920013427734,107.69263362884521,0.07999999076128006,0.24609375,0.0001,0.928738534450531
107,2230272,195.5544407005564,87.07,3670,193,0.009307793652017912,0.027937153,0.2,22.0246639251709,2154,32.096920013427734,82.0697758992513,0.07999999076128006,0.28515625,0.0001,0.9563190340995789
108,2232320,198.16358634058423,87.93,3670,194,0.011186822317540646,0.020291345,0.2,140.96725463867188,2155,32.096920013427734,236.46581522623697,0.07999999076128006,0.2578125,0.0001,0.8769461512565613
108,2234368,196.37475542955264,87.13,3669,195,0.019529309822246432,0.018244365,0.2,42.65672302246094,2156,32.096920013427734,99.24747085571289,0.07999999076128006,0.2587890625,0.0001,0.940507709980011
109,2236416,197.67842491144359,87.47,3669,196,0.004928873851895332,0.013883109,0.2,76.5358657836914,2157,32.096920013427734,156.64443969726562,0.07999999076128006,0.18098958333333334,0.0001,0.922316312789917
109,2238464,201.2087616349522,88.74,3669,197,0.026537646849950153,0.028923186,0.2,32.28394317626953,2158,32.096920013427734,72.91556294759114,0.07999999076128006,0.3033854166666667,0.0001,0.9675390124320984
110,2240512,202.737162419926,89.35,3669,198,0.011845674986640612,0.014140588,0.2,49.084774017333984,2159,32.096920013427734,86.0663210550944,0.07999999076128006,0.20052083333333334,0.0001,0.9555892944335938
111,2242560,203.83173928390653,89.46,3669,199,0.011280619849761328,0.014101525,0.2,36.67556381225586,2160,32.096920013427734,94.27642313639323,0.07999999076128006,0.1875,0.0001,0.9605154395103455
111,2244608,205.88621242639104,90.2,3669,200,0.010504795238375664,0.01973809,0.2,43.488948822021484,2161,32.096920013427734,121.7348861694336,0.07999999076128006,0.2509765625,0.0001,0.9320482015609741
112,2246656,205.67292686025212,90.15,3668,201,0.007254564436152577,0.016412038,0.2,61.385433197021484,2162,32.096920013427734,126.99624061584473,0.07999999076128006,0.2138671875,0.0001,0.9458561539649963
112,2248704,206.32412860393433,90.25,3668,202,0.011945316940546036,0.014243421,0.2,38.489479064941406,2163,32.096920013427734,68.43174438476562,0.07999999076128006,0.1984375,0.0001,0.9620400071144104
113,2250752,206.2028973904158,90.15,3668,203,0.009732251800596715,0.01589822,0.2,43.36802291870117,2164,32.096920013427734,97.61579895019531,0.07999999076128006,0.209375,0.0001,0.9491313099861145
113,2252800,203.35389704961597,88.94,3667,204,0.011854718090035021,0.017682789,0.2,40.9395637512207,2165,32.096920013427734,84.06564998626709,0.07999999076128006,0.25146484375,0.0001,0.960242748260498
114,2254848,202.3258612595982,88.55,3667,205,0.01939806683609883,0.02083082,0.2,41.74296951293945,2166,32.096920013427734,82.94492594401042,0.07999999076128006,0.2591145833333333,0.0001,0.9680709838867188
115,2256896,202.71211879490656,88.56,3667,206,0.009453085251152515,0.014394058,0.2,21.41253662109375,2167,32.096920013427734,52.07565975189209,0.07999999076128006,0.19921875,0.0001,0.9766249656677246
115,2258944,204.46960180977746,89.26,3667,207,0.0174548247596249,0.019107854,0.2,30.932140350341797,2168,32.096920013427734,54.87372970581055,0.07999999076128006,0.220703125,0.0001,0.9767915606498718
116,2260992,208.54844458790365,90.98,3666,208,0.018816362135112286,0.024360325,0.2,29.07720375061035,2169,32.096920013427734,59.72509002685547,0.07999999076128006,0.234375,0.0001,0.9750331044197083
116,2263040,212.26791844828966,92.58,3666,209,0.009859449230134487,0.029297035,0.2,23.904510498046875,2170,32.096920013427734,56.22064399719238,0.07999999076128006,0.28125,0.0001,0.9768714308738708
117,2265088,212.0146216974239,92.57,3666,210,0.014805834740400314,0.019488815,0.2,36.908782958984375,2171,32.096920013427734,74.60868072509766,0.07999999076128006,0.25390625,0.0001,0.9670568704605103
117,2267136,213.15041338907682,92.87,3666,211,0.013369293883442879,0.019025117,0.2,42.84055709838867,2172,32.096920013427734,97.07150268554688,0.07999999076128006,0.255859375,0.0001,0.9557459354400635
118,2269184,209.21380318089058,91.11,3666,212,0.00555335683748126,0.027147733,0.2,22.08247184753418,2173,32.096920013427734,44.492820739746094,0.07999999076128006,0.265625,0.0001,0.9826675057411194
118,2271232,211.15594272135093,91.79,3666,213,0.035023254652818046,0.035857316,0.2,23.364978790283203,2174,32.096920013427734,45.23159535725912,0.07999999076128006,0.3255208333333333,0.0001,0.9805806279182434
119,2273280,209.89155983872647,91.08,3665,214,0.018725970139106114,0.022338822,0.2,19.782670974731445,2175,32.096920013427734,44.67975362141927,0.07999999076128006,0.2630208333333333,0.0001,0.9779165983200073
120,2275328,209.1820200854307,90.98,3663,215,0.007061163584391276,0.018029658,0.2,25.094749450683594,2176,32.096920013427734,61.65120188395182,0.07999999076128006,0.2421875,0.0001,0.9775501489639282
120,2277376,211.3640971609978,92.12,3660,216,0.0050416067242622375,0.013838407,0.2,30.43853187561035,2177,32.096920013427734,61.89659881591797,0.07999999076128006,0.18229166666666666,0.0001,0.9748257398605347
121,2279424,208.52811198220635,90.84,3660,217,0.008034612284973264,0.017585283,0.2,18.530397415161133,2178,32.096920013427734,44.32637596130371,0.07999999076128006,0.232421875,0.0001,0.9780148863792419
121,2281472,205.86558103983612,89.55,3659,218,0.01249206019565463,0.017064378,0.2,17.10098648071289,2179,32.096920013427734,36.0888729095459,0.07999999076128006,0.2109375,0.0001,0.9840914011001587
122,2283520,209.62768205016803,90.97,3659,219,0.03452645894140005,0.029360548,0.2,21.314697265625,2180,32.096920013427734,40.250444412231445,0.07999999076128006,0.2734375,0.0001,0.9823812246322632
123,2285568,209.9769112869569,90.56,3659,220,0.02890577632933855,0.030202318,0.2,19.07248878479004,2181,32.096920013427734,35.70637130737305,0.07999999076128006,0.28125,0.0001,0.9846101403236389
123,2287616,211.0553233791329,90.8,3658,221,0.004076412413269281,0.019099116,0.2,26.188640594482422,2182,32.096920013427734,52.03790473937988,0.07999999076128006,0.234375,0.0001,0.9707375764846802
124,2289664,212.56093207455677,90.8,3657,222,0.0250664041377604,0.019165305,0.2,30.64202880859375,2183,32.096920013427734,55.63698959350586,0.07999999076128006,0.197265625,0.0001,0.9768736362457275
124,2291712,214.25737192489564,91.08,3656,223,-0.0020707929506897926,0.015819151,0.2,24.73625373840332,2184,32.096920013427734,55.88010215759277,0.07999999076128006,0.203125,0.0001,0.9773251414299011
125,2293760,214.48603492702426,90.69,3655,224,0.019030706336100895,0.021377524,0.2,23.618162155151367,2185,32.096920013427734,44.29589589436849,0.07999999076128006,0.25,0.0001,0.9805567860603333
126,2295808,212.77721814748028,89.65,3655,225,0.014410347367326418,0.016165026,0.2,25.859445571899414,2186,32.096920013427734,51.1380246480306,0.07999999076128006,0.21744791666666666,0.0001,0.9772732257843018
126,2297856,214.87578703708417,90.15,3654,226,0.021635449801882107,0.02342718,0.2,28.345596313476562,2187,32.096920013427734,57.56889216105143,0.07999999076128006,0.2552083333333333,0.0001,0.9739159345626831
127,2299904,213.35563891543813,89.39,3654,227,0.01639371986190478,0.028993083,0.2,27.310895919799805,2188,32.096920013427734,69.43153381347656,0.07999999076128006,0.296875,0.0001,0.9720775485038757
127,2301952,216.3181210172627,90.44,3653,228,0.017216565320268273,0.024015674,0.2,22.556522369384766,2189,32.096920013427734,46.894126892089844,0.07999999076128006,0.2802734375,0.0001,0.9796929955482483
128,2304000,221.70786934791985,92.55,3652,229,0.011295292992144823,0.023053596,0.2,27.915496826171875,2190,32.096920013427734,60.29701296488444,0.07999999076128006,0.2623697916666667,0.0001,0.9724397659301758
128,2306048,221.72724404249192,92.35,3652,230,0.01691104331985116,0.017368477,0.2,75.92811584472656,2191,32.096920013427734,157.78824615478516,0.07999999076128006,0.224609375,0.0001,0.944998025894165
129,2308096,223.55233698891442,93.22,3651,231,0.028174524195492268,0.027450329,0.2,26.33390235900879,2192,32.096920013427734,52.13724899291992,0.07999999076128006,0.2799479166666667,0.0001,0.9771159887313843
130,2310144,222.51550364773772,92.74,3650,232,0.0037003460650642714,0.019217102,0.2,57.25764846801758,2193,32.096920013427734,100.29103088378906,0.07999999076128006,0.24348958333333334,0.0001,0.9678094387054443
130,2312192,221.49402792373348,92.12,3649,233,0.009369197068735957,0.016548965,0.2,32.481781005859375,2194,32.096920013427734,69.97771263122559,0.07999999076128006,0.2158203125,0.0001,0.9714330434799194
131,2314240,216.19715541511047,90.01,3649,234,0.01340259462594986,0.01680179,0.2,21.051773071289062,2195,32.096920013427734,38.80543746948242,0.07999999076128006,0.2109375,0.0001,0.9831339120864868
131,2316288,217.17100696470342,90.25,3648,235,0.005728091113269329,0.01662077,0.2,18.78001594543457,2196,32.096920013427734,37.60305404663086,0.07999999076128006,0.21614583333333334,0.0001,0.9839709401130676
132,2318336,216.48142233698385,89.97,3648,236,0.01980438642203808,0.01691083,0.2,15.730541229248047,2197,32.096920013427734,28.399962425231934,0.07999999076128006,0.203125,0.0001,0.9885242581367493
133,2320384,219.42650102312197,91.3,3648,237,0.01624779449775815,0.020988233,0.2,21.287853240966797,2198,32.096920013427734,44.31790351867676,0.07999999076128006,0.23828125,0.0001,0.9810909628868103
133,2322432,221.8586453313997,92.51,3647,238,0.025972725823521614,0.020022258,0.2,19.74543571472168,2199,32.096920013427734,39.03510284423828,0.07999999076128006,0.21484375,0.0001,0.9840275049209595
134,2324480,220.42543508903938,92.18,3647,239,0.02584790252149105,0.026154283,0.2,31.477645874023438,2200,32.096920013427734,60.037052154541016,0.07999999076128006,0.259765625,0.0001,0.9776595234870911
134,2326528,221.22604569755146,92.8,3647,240,0.019491616636514664,0.018728381,0.2,31.20172691345215,2201,32.096920013427734,57.58547592163086,0.07999999076128006,0.236328125,0.0001,0.9752004146575928
135,2328576,221.25084155455914,92.98,3646,241,0.02141113206744194,0.021018472,0.2,16.22726821899414,2202,32.096920013427734,30.80253791809082,0.07999999076128006,0.24609375,0.0001,0.9852015376091003
135,2330624,219.67147420722887,92.64,3646,242,0.02145285625010729,0.020750012,0.2,17.58517074584961,2203,32.096920013427734,47.48596000671387,0.07999999076128006,0.2109375,0.0001,0.9786562323570251
136,2332672,218.4033191951048,92.22,3645,243,0.03263072824726502,0.042864036,0.2,25.11810874938965,2204,32.096920013427734,49.778769175211586,0.07999999076128006,0.32421875,0.0001,0.9793304800987244
137,2334720,218.29209919334372,92.33,3645,244,0.011126747354865074,0.040356483,0.2,63.70116424560547,2205,32.096920013427734,128.8730010986328,0.07999999076128006,0.3151041666666667,0.0001,0.9556049108505249
137,2336768,213.51402776226575,90.53,3645,245,0.0154456685607632,0.022142889,0.2,36.53497314453125,2206,32.096920013427734,88.08371988932292,0.07999999076128006,0.2604166666666667,0.0001,0.9680103063583374
138,2338816,214.44156801752774,91.1,3644,246,0.01277755363844335,0.020651676,0.2,45.446861267089844,2207,32.096920013427734,141.60069847106934,0.07999999076128006,0.248046875,0.0001,0.9414767026901245
138,2340864,212.74513710665823,90.69,3644,247,0.011045176815241576,0.016819578,0.2,35.397056579589844,2208,32.096920013427734,53.05208511352539,0.07999999076128006,0.22109375,0.0001,0.9802839159965515
139,2342912,210.0402192885864,89.57,3644,248,0.006003743782639503,0.020494416,0.2,106.30998229980469,2209,32.096920013427734,141.70565185546874,0.07999999076128006,0.253125,0.0001,0.9346819519996643
139,2344960,210.22884008904205,89.75,3643,249,0.008503481047227979,0.018425474,0.2,38.25371170043945,2210,32.096920013427734,84.93380355834961,0.07999999076128006,0.2314453125,0.0001,0.9616376757621765
140,2347008,206.17057248830758,88.02,3643,250,0.012576184080292782,0.017423851,0.2,32.10265350341797,2211,32.096920013427734,81.42824745178223,0.07999999076128006,0.22786458333333334,0.0001,0.964272141456604
141,2349056,206.94504506968056,88.06,3643,251,0.022515270859003067,0.03530332,0.2,36.52202224731445,2212,32.096920013427734,84.64314778645833,0.07999999076128006,0.3333333333333333,0.0001,0.955053448677063
141,2351104,208.24642453327718,88.84,3643,252,0.021031519398093224,0.022747315,0.2,31.591562271118164,2213,32.096920013427734,61.12525177001953,0.07999999076128006,0.2825520833333333,0.0001,0.9676187634468079
142,2353152,208.2765409327901,89.16,3642,253,0.010261054461201033,0.022955878,0.2,24.345718383789062,2214,32.096920013427734,49.003578186035156,0.07999999076128006,0.2643229166666667,0.0001,0.9791994690895081
142,2355200,208.63141087858162,89.34,3642,254,0.01226867688819766,0.01665641,0.2,71.29759979248047,2215,32.096920013427734,149.44109090169272,0.07999999076128006,0.20963541666666666,0.0001,0.941053569316864
143,2357248,206.41875499810993,88.6,3642,255,0.008309919231881699,0.01590327,0.2,42.73094177246094,2216,32.096920013427734,119.03117116292317,0.07999999076128006,0.19791666666666666,0.0001,0.9357993006706238
143,2359296,204.1622970775253,87.72,3641,256,0.003354278082648913,0.013814879,0.2,48.480621337890625,2217,32.096920013427734,129.08504231770834,0.07999999076128006,0.19791666666666666,0.0001,0.9520261287689209
144,2361344,202.83148073010616,87.31,3641,257,0.02301881229504943,0.017242528,0.2,25.281368255615234,2218,32.096920013427734,54.75871562957764,0.07999999076128006,0.2392578125,0.0001,0.9755486845970154
145,2363392,200.6031300007984,86.24,3640,258,0.011604672996327281,0.019410707,0.2,56.56535339355469,2219,32.096920013427734,109.55777740478516,0.07999999076128006,0.2353515625,0.0001,0.9437222480773926
145,2365440,200.67391794037678,86.49,3640,259,0.02079141978174448,0.01504165,0.2,20.43552017211914,2220,32.096920013427734,43.57441838582357,0.07999999076128006,0.19791666666666666,0.0001,0.9750794172286987
146,2367488,203.11697384388884,87.69,3640,260,0.007814352493733167,0.015721522,0.2,32.309288024902344,2221,32.096920013427734,66.38243560791015,0.07999999076128006,0.21484375,0.0001,0.9655874967575073
146,2369536,206.0345330457828,88.79,3639,261,0.01780151971615851,0.01821183,0.2,29.024616241455078,2222,32.096920013427734,63.32105731964111,0.07999999076128006,0.232421875,0.0001,0.9719258546829224
147,2371584,205.70158032510736,88.61,3639,262,0.018708492978475988,0.017040404,0.2,44.426002502441406,2223,32.096920013427734,84.04603385925293,0.07999999076128006,0.2080078125,0.0001,0.9572650194168091
148,2373632,204.94317503346713,88.2,3638,263,0.01606287667527795,0.013927382,0.2,86.08565521240234,2224,32.096920013427734,94.23482418060303,0.07999999076128006,0.1826171875,0.0001,0.9457370638847351
148,2375680,204.40723543187855,87.98,3638,264,0.0007173406581083933,0.01647395,0.2,63.14696502685547,2225,32.096920013427734,117.01045735677083,0.07999999076128006,0.19270833333333334,0.0001,0.9399929046630859
149,2377728,204.4105923486538,88.09,3638,265,0.014629998554786047,0.016877541,0.2,31.448562622070312,2226,32.096920013427734,74.20022201538086,0.07999999076128006,0.22265625,0.0001,0.9615471959114075
149,2379776,200.82668649286657,86.82,3637,266,0.006425832398235798,0.02031793,0.2,19.594615936279297,2227,32.096920013427734,52.35542678833008,0.07999999076128006,0.24609375,0.0001,0.9669780731201172
150,2381824,203.0722401192975,87.92,3637,267,0.012574156560003758,0.019596318,0.2,56.52614974975586,2228,32.096920013427734,119.63523864746094,0.07999999076128006,0.246875,0.0001,0.9417250752449036
150,2383872,200.99456980606868,87.31,3636,268,0.006191918005545934,0.013976083,0.2,22.285743713378906,2229,32.096920013427734,47.64322153727213,0.07999999076128006,0.203125,0.0001,0.9793127775192261
151,2385920,200.25779455541695,87.29,3636,269,0.016303267097100616,0.01601346,0.2,76.49610900878906,2230,32.096920013427734,128.67370223999023,0.07999999076128006,0.212890625,0.0001,0.9424926042556763
152,2387968,201.74982484967194,88.02,3636,270,0.004561322430769603,0.013277508,0.2,37.44757080078125,2231,32.096920013427734,70.11373392740886,0.07999999076128006,0.171875,0.0001,0.9639328718185425
152,2390016,203.5479430967183,89.23,3635,271,0.021441396946708362,0.023524111,0.2,27.79578399658203,2232,32.096920013427734,63.12870534261068,0.07999999076128006,0.24869791666666666,0.0001,0.9711400270462036
