rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/std,train/clip_fraction,train/explained_variance,train/entropy_loss,train/learning_rate,train/approx_kl,train/value_loss,train/clip_range,train/loss,train/n_updates,train/policy_gradient_loss
92.81899797797745,43.11,4045,28,57344,14,0.37139806151390076,0.419921875,0.9296549558639526,-12.392031002044678,0.0003,0.062008396,54.700515556335446,0.2,26.093400955200195,135,-0.06282959771342575
92.87201420416658,43.18,4048,29,59392,14,0.3715180456638336,0.40517578125,0.9341670870780945,-12.429962658882141,0.0003,0.06062252,55.36221017837524,0.2,21.34721565246582,140,-0.06286833563353866
93.82474478726311,43.55,4050,30,61440,15,0.3717942535877228,0.4185546875,0.9475420117378235,-12.43632082939148,0.0003,0.065417856,44.259854555130005,0.2,16.245540618896484,145,-0.05670154951512814
94.53291701743753,43.78,4051,31,63488,15,0.37224048376083374,0.43154296875,0.9456519484519958,-12.464575672149659,0.0003,0.06478493,46.96911125183105,0.2,18.97367286682129,150,-0.05913922637701034
95.01767422751016,43.92,4053,32,65536,16,0.3720613718032837,0.46689453125,0.9562344551086426,-12.476311659812927,0.0003,0.07985331,35.21013903617859,0.2,14.272455215454102,155,-0.058936537732370196
95.22827500587556,44.05,4054,33,67584,16,0.37260377407073975,0.4564453125,0.960530161857605,-12.479924154281616,0.0003,0.07675284,33.71343960762024,0.2,12.16010570526123,160,-0.06082416665740311
96.0454628252858,44.31,4056,34,69632,17,0.3730585277080536,0.500390625,0.9676971435546875,-12.532337307929993,0.0003,0.10604544,26.336305379867554,0.2,11.443951606750488,165,-0.05978254619985819
96.27935903422818,44.4,4058,35,71680,17,0.37363961338996887,0.444921875,0.9665281772613525,-12.56101438999176,0.0003,0.071048915,28.94775285720825,0.2,13.959768295288086,170,-0.057012132043018936
96.37535902025054,44.41,4059,36,73728,18,0.3737536370754242,0.48984375,0.9715546369552612,-12.591441345214843,0.0003,0.09819166,21.43533329963684,0.2,8.305158615112305,175,-0.05976799977943301
96.33128841040653,44.4,4060,37,75776,18,0.3741418123245239,0.481640625,0.9742038249969482,-12.608922123908997,0.0003,0.09177372,22.840562295913696,0.2,11.42365837097168,180,-0.0607700833468698
96.68964807240009,44.51,4059,38,77824,19,0.3747745454311371,0.5439453125,0.9769124984741211,-12.651346158981323,0.0003,0.11824955,16.003729581832886,0.2,7.270172119140625,185,-0.05602494031190872
97.70489248704456,44.61,4060,39,79872,19,0.3746231198310852,0.50595703125,0.9828535914421082,-12.664723896980286,0.0003,0.10895181,14.88927674293518,0.2,6.769051551818848,190,-0.057691422349307686
99.39658012583286,45.06,4057,40,81920,20,0.37506991624832153,0.52119140625,0.9837498664855957,-12.68044409751892,0.0003,0.12383576,13.06016845703125,0.2,5.032429218292236,195,-0.05940308370627463
99.68626503709865,45.15,4055,41,83968,20,0.37525275349617004,0.55712890625,0.986935555934906,-12.701937818527222,0.0003,0.14263806,10.247539103031158,0.2,3.5820348262786865,200,-0.06022032939945347
100.00068361038173,45.1,4045,42,86016,21,0.3756961524486542,0.56630859375,0.9870286583900452,-12.732861661911011,0.0003,0.13402997,10.469145500659943,0.2,4.536987781524658,205,-0.06147830113768578
100.85989499354899,45.25,4044,43,88064,21,0.37631475925445557,0.51494140625,0.9893473982810974,-12.76465106010437,0.0003,0.11823052,8.530190682411193,0.2,3.8751604557037354,210,-0.058922546997200696
102.11926457900687,45.65,4042,44,90112,22,0.3765341639518738,0.53369140625,0.9901368618011475,-12.797002053260803,0.0003,0.109311305,8.354691350460053,0.2,3.7025485038757324,215,-0.05820977604016662
103.24631059556486,45.96,4039,45,92160,22,0.3769087493419647,0.5146484375,0.9907762408256531,-12.820278143882751,0.0003,0.1074062,7.507834804058075,0.2,3.5007660388946533,220,-0.058489744435064495
104.06225540905852,46.03,4038,46,94208,23,0.3774828612804413,0.519921875,0.9915564060211182,-12.856797242164612,0.0003,0.11288473,6.890105569362641,0.2,2.806694984436035,225,-0.05994635336101055
104.51790971206049,46.04,4038,47,96256,23,0.37714025378227234,0.541796875,0.9908236265182495,-12.868397164344788,0.0003,0.11583386,7.380686259269714,0.2,3.3954124450683594,230,-0.059031877433881164
105.68403534224366,46.38,4036,48,98304,24,0.37696754932403564,0.52978515625,0.9916287660598755,-12.844299483299256,0.0003,0.12497151,6.263353335857391,0.2,2.416337490081787,235,-0.06257165928836912
106.91429594909816,46.76,4034,49,100352,24,0.37718096375465393,0.51455078125,0.9929276704788208,-12.8461745262146,0.0003,0.10144533,6.172921073436737,0.2,2.692634105682373,240,-0.06083593326620758
108.39434892232788,47.12,4033,50,102400,25,0.37712639570236206,0.49970703125,0.9936333894729614,-12.856924104690552,0.0003,0.097858086,5.600093936920166,0.2,2.670121431350708,245,-0.05790225206874311
109.94390673495928,47.56,4031,51,104448,25,0.37770766019821167,0.4794921875,0.9922532439231873,-12.870605230331421,0.0003,0.079643376,6.087719190120697,0.2,2.2128798961639404,250,-0.05786434258334339
110.40876753539256,47.68,4028,52,106496,26,0.37771397829055786,0.52724609375,0.993420422077179,-12.900649547576904,0.0003,0.114297174,5.8280713081359865,0.2,2.920030117034912,255,-0.06001150221563876
111.21709969344815,47.94,4028,53,108544,26,0.3778447210788727,0.492578125,0.9926592111587524,-12.899818301200867,0.0003,0.09204904,6.102441465854644,0.2,2.624171018600464,260,-0.05617886142572388
112.1012177733762,48.21,4026,54,110592,27,0.37814071774482727,0.5126953125,0.9930800795555115,-12.92104263305664,0.0003,0.10245223,5.651390624046326,0.2,2.4899446964263916,265,-0.06181324780918658
112.02755640129656,48.21,4023,55,112640,27,0.3782673180103302,0.53271484375,0.9934257864952087,-12.935920858383179,0.0003,0.09789327,5.888608837127686,0.2,2.5278799533843994,270,-0.0641314537031576
112.88628222809584,48.39,4022,56,114688,28,0.37863975763320923,0.4619140625,0.9902414679527283,-12.953522682189941,0.0003,0.0681234,8.058068001270295,0.2,3.7196707725524902,275,-0.05713130563963205
113.34882034704577,48.45,4021,57,116736,29,0.3788602650165558,0.467578125,0.9935665130615234,-12.97877402305603,0.0003,0.08105619,5.141040450334549,0.2,2.043565273284912,280,-0.05907059682067484
113.40446046659845,48.46,4022,58,118784,29,0.3793157637119293,0.459765625,0.994467556476593,-12.998277115821839,0.0003,0.086153686,5.116996997594834,0.2,2.376950263977051,285,-0.05950687283184379
115.19635092068593,49.05,4023,59,120832,30,0.37935036420822144,0.45546875,0.9934981465339661,-13.024317145347595,0.0003,0.08977109,5.433558666706086,0.2,2.464296579360962,290,-0.05846724254079163
116.11809415009748,49.35,4023,60,122880,30,0.3790631890296936,0.45458984375,0.9928773641586304,-13.01206614971161,0.0003,0.070033744,6.200492465496064,0.2,2.7030513286590576,295,-0.0621344119310379
117.0972726735634,49.76,4023,61,124928,31,0.37920239567756653,0.44228515625,0.9920771718025208,-13.004846882820129,0.0003,0.073291466,7.313952994346619,0.2,3.379380941390991,300,-0.06140810919459909
117.85930564163365,50.07,4024,62,126976,31,0.3794155418872833,0.4515625,0.9932779669761658,-13.018032121658326,0.0003,0.08097478,5.938121581077576,0.2,2.3881428241729736,305,-0.060129646176937966
119.13485817472855,50.45,4024,63,129024,32,0.3795916736125946,0.47314453125,0.9933773279190063,-13.033732175827026,0.0003,0.07118031,5.659809684753418,0.2,2.5635440349578857,310,-0.057286054268479346
119.84652045672519,50.74,4020,64,131072,32,0.37958380579948425,0.45146484375,0.9934736490249634,-13.039405751228333,0.0003,0.07726299,6.327505362033844,0.2,2.4080421924591064,315,-0.06117143622832373
120.60284407107031,51.14,4018,65,133120,33,0.3796153962612152,0.44287109375,0.9943526983261108,-13.04115080833435,0.0003,0.06335378,5.319118356704712,0.2,1.9708983898162842,320,-0.060062554734759036
120.6041353659709,50.93,4018,66,135168,33,0.3799947500228882,0.4185546875,0.9937582612037659,-13.05588140487671,0.0003,0.07053453,5.459962618350983,0.2,2.3861846923828125,325,-0.058549809246324004
120.42193649169349,50.91,4017,67,137216,34,0.38002923130989075,0.423046875,0.9943166971206665,-13.072448015213013,0.0003,0.07406248,5.207254946231842,0.2,1.9330919981002808,330,-0.05817359033972025
122.26280528933239,51.56,4016,68,139264,34,0.3802247643470764,0.42724609375,0.9941760301589966,-13.075448656082154,0.0003,0.06765035,5.49262843132019,0.2,2.6309049129486084,335,-0.05621775295585394
123.74092270323982,52.22,4015,69,141312,35,0.3801308274269104,0.40625,0.9921320080757141,-13.082125306129456,0.0003,0.06358238,7.950178718566894,0.2,3.649190664291382,340,-0.056203698040917516
124.99510719932967,52.56,4014,70,143360,35,0.38061681389808655,0.41943359375,0.9944223165512085,-13.097844123840332,0.0003,0.06937656,5.668887078762054,0.2,2.174682855606079,345,-0.05927814223105088
125.57332532532564,52.71,4013,71,145408,36,0.3808853030204773,0.4576171875,0.9938686490058899,-13.122241163253785,0.0003,0.07883845,6.1429646730422975,0.2,2.740917921066284,350,-0.06242046696133911
126.62599430395846,53.16,4013,72,147456,36,0.38110485672950745,0.405078125,0.9933183193206787,-13.145587635040282,0.0003,0.062489234,6.272258234024048,0.2,2.4321227073669434,355,-0.05230178502388298
127.67427351717015,53.66,4013,73,149504,37,0.3809877634048462,0.422265625,0.992057740688324,-13.1486585855484,0.0003,0.061529756,8.066937494277955,0.2,3.506716012954712,360,-0.06133117187418975
129.33869528912496,54.32,4004,74,151552,37,0.38105523586273193,0.38486328125,0.9896549582481384,-13.14636025428772,0.0003,0.051557176,10.878870332241059,0.2,5.1226301193237305,365,-0.05784219921915792
130.90491063502384,54.82,4000,75,153600,38,0.3809530436992645,0.4642578125,0.9926231503486633,-13.142737460136413,0.0003,0.07340407,7.400855553150177,0.2,3.263629198074341,370,-0.059930415661074224
133.67908133740733,55.79,3995,76,155648,38,0.3811440169811249,0.3203125,0.9887446761131287,-13.146831154823303,0.0003,0.04714436,12.798459005355834,0.2,6.600987434387207,375,-0.05039856737712398
134.86791211728607,56.17,3992,77,157696,39,0.3811628818511963,0.40908203125,0.9915273785591125,-13.156322288513184,0.0003,0.059347853,9.252033007144927,0.2,3.2917168140411377,380,-0.06349424954969436
135.21665607069795,56.42,3990,78,159744,40,0.38107237219810486,0.401171875,0.9909140467643738,-13.154571151733398,0.0003,0.05804419,10.056857824325562,0.2,4.622889518737793,385,-0.061162242339923976
135.25840619506366,56.37,3975,79,161792,40,0.3810892105102539,0.41708984375,0.992039680480957,-13.15028486251831,0.0003,0.06028308,8.67377141714096,0.2,3.7500245571136475,390,-0.05809679569210857
135.47552099231874,56.61,3969,80,163840,41,0.38131141662597656,0.4060546875,0.9911369681358337,-13.156973075866699,0.0003,0.06278776,9.725313889980317,0.2,4.674148082733154,395,-0.06339352927170694
138.39331013919673,57.72,3967,81,165888,41,0.38134509325027466,0.4068359375,0.991710901260376,-13.168804788589478,0.0003,0.06054833,9.44245001077652,0.2,4.1355671882629395,400,-0.05714871557429433
143.00507196759358,59.33,3966,82,167936,42,0.3812873959541321,0.2673828125,0.9842764735221863,-13.166663813591004,0.0003,0.035660654,18.21899559497833,0.2,7.793099403381348,405,-0.047466621070634575
144.63221124961973,60.11,3966,83,169984,42,0.3811033070087433,0.3275390625,0.9878231883049011,-13.157323718070984,0.0003,0.04442531,14.617587661743164,0.2,7.374950885772705,410,-0.05502739159855992
144.81152389009173,60.3,3966,84,172032,43,0.3810787796974182,0.3193359375,0.9805194735527039,-13.14930601119995,0.0003,0.04417727,24.794148135185242,0.2,9.84638786315918,415,-0.05627320283092559
144.8040653325582,60.63,3965,85,174080,43,0.38114041090011597,0.28701171875,0.9421709775924683,-13.150701236724853,0.0003,0.038071163,67.8196888923645,0.2,24.838298797607422,420,-0.03404084970243275
144.90426171386287,60.65,3963,86,176128,44,0.38123664259910583,0.30595703125,0.9823213219642639,-13.157586860656739,0.0003,0.035446115,22.72460651397705,0.2,8.348605155944824,425,-0.05720765289152041
147.56338842289836,61.98,3963,87,178176,44,0.38134536147117615,0.28818359375,0.9808218479156494,-13.165221786499023,0.0003,0.03241867,22.55090410709381,0.2,8.770672798156738,430,-0.04754948813933879
147.44678914832832,61.87,3963,88,180224,45,0.3813968300819397,0.3119140625,0.9845564961433411,-13.170961809158324,0.0003,0.03987952,19.900859713554382,0.2,9.994940757751465,435,-0.056856728787533936
150.8009864702978,63.21,3964,89,182272,45,0.3813445568084717,0.251171875,0.9733575582504272,-13.169928479194642,0.0003,0.03047008,30.481164312362672,0.2,14.508573532104492,440,-0.046912297036033127
149.1571082775341,62.48,3963,90,184320,46,0.3812754452228546,0.298046875,0.9814771413803101,-13.164881730079651,0.0003,0.037207633,23.481789064407348,0.2,8.693615913391113,445,-0.05182112316833809
152.126882364047,63.88,3964,91,186368,47,0.3814060389995575,0.28134765625,0.9774412512779236,-13.165113043785095,0.0003,0.033616308,33.45104694366455,0.2,15.307019233703613,450,-0.05136586346197873
152.09449571781934,63.91,3965,92,188416,47,0.38148900866508484,0.209375,0.9608875513076782,-13.175074291229247,0.0003,0.027090993,35.58120718002319,0.2,10.026984214782715,455,-0.03856442547403276
155.28887043221832,64.99,3961,93,190464,48,0.38152286410331726,0.2279296875,0.9705097079277039,-13.18000943660736,0.0003,0.024194863,35.59446482658386,0.2,17.110881805419922,460,-0.044238037522882225
157.1948085635978,65.59,3961,94,192512,48,0.3815893828868866,0.20791015625,0.9580166339874268,-13.182296776771546,0.0003,0.023470607,55.303751945495605,0.2,23.15007209777832,465,-0.04105634351726621
160.92011907593096,66.95,3961,95,194560,49,0.38162556290626526,0.22294921875,0.9704349040985107,-13.186800789833068,0.0003,0.02735085,38.41730732917786,0.2,12.309072494506836,470,-0.04293498692568391
165.1316021974395,68.57,3961,96,196608,49,0.3817463219165802,0.2298828125,0.9725915193557739,-13.19301073551178,0.0003,0.02776065,38.471595239639285,0.2,16.744117736816406,475,-0.04822479017311707
162.89092705108615,67.89,3962,97,198656,50,0.3817380368709564,0.2400390625,0.9757908582687378,-13.196518564224244,0.0003,0.027282644,32.093267393112185,0.2,12.652745246887207,480,-0.04726288644596934
167.63265649256928,70.07,3963,98,200704,50,0.3817299008369446,0.18369140625,0.9644643068313599,-13.196437358856201,0.0003,0.022836443,53.886904048919675,0.2,23.181758880615234,485,-0.04433791883056983
168.9542888993258,70.69,3964,99,202752,51,0.38171324133872986,0.14765625,0.9462084770202637,-13.19568600654602,0.0003,0.019031318,75.6345088005066,0.2,28.73738670349121,490,-0.0373181683011353
170.69376119392646,71.42,3965,100,204800,51,0.38165637850761414,0.195703125,0.9694058299064636,-13.193531107902526,0.0003,0.021283852,42.27363548278809,0.2,19.800918579101562,495,-0.04617218805942684
171.70963329995905,71.63,3963,101,206848,52,0.38158079981803894,0.17978515625,0.9645785093307495,-13.186912417411804,0.0003,0.020426013,56.00080556869507,0.2,21.90150260925293,500,-0.04269694366957992
172.74891469083545,71.73,3963,102,208896,52,0.3815975785255432,0.24619140625,0.9725807905197144,-13.185000205039978,0.0003,0.029487357,44.44983148574829,0.2,18.688581466674805,505,-0.05229623834602535
173.12664449866708,71.79,3964,103,210944,53,0.3817261755466461,0.1794921875,0.9609225988388062,-13.190583896636962,0.0003,0.020206694,56.46935768127442,0.2,21.211151123046875,510,-0.041111570922657846
175.02594692739666,72.61,3965,104,212992,53,0.38186362385749817,0.266015625,0.9746589660644531,-13.20123782157898,0.0003,0.03190374,37.810989665985105,0.2,16.79446029663086,515,-0.05171608346281573
173.92814685024587,72.23,3966,105,215040,54,0.38178566098213196,0.281640625,0.9770579934120178,-13.204490327835083,0.0003,0.035569407,35.09048156738281,0.2,16.963422775268555,520,-0.05259692021645605
174.80550611228122,72.7,3966,106,217088,54,0.38186395168304443,0.2046875,0.9675715565681458,-13.20188889503479,0.0003,0.024735192,53.36568441390991,0.2,26.505571365356445,525,-0.046117715747095646
174.35838972834281,72.69,3967,107,219136,55,0.38186678290367126,0.23359375,0.9612450003623962,-13.206249737739563,0.0003,0.023469329,58.02157096862793,0.2,25.574180603027344,530,-0.0444607756100595
172.53903430659918,72.06,3966,108,221184,55,0.3819026052951813,0.188671875,0.9645064473152161,-13.207127451896667,0.0003,0.022089249,56.25061893463135,0.2,22.442832946777344,535,-0.041879505128599705
169.90321775253835,71.29,3966,109,223232,56,0.3819865584373474,0.25498046875,0.9708603620529175,-13.211054968833924,0.0003,0.027637642,47.15411796569824,0.2,25.313053131103516,540,-0.04991567749530077
167.7086099306484,70.3,3967,110,225280,56,0.3820532560348511,0.2740234375,0.9772056937217712,-13.216780662536621,0.0003,0.032366496,34.457050800323486,0.2,12.536526679992676,545,-0.05088867893209681
171.58823398797864,71.68,3967,111,227328,57,0.3821277618408203,0.246875,0.9711794853210449,-13.222689652442932,0.0003,0.028182838,46.02525520324707,0.2,21.050657272338867,550,-0.0497552702203393
175.60155991970387,73.24,3967,112,229376,57,0.38215354084968567,0.233203125,0.9744311571121216,-13.225459694862366,0.0003,0.026568383,40.31260108947754,0.2,15.225152015686035,555,-0.04748527153860778
176.63827431471208,74.07,3969,113,231424,58,0.38219451904296875,0.20390625,0.9690213799476624,-13.230065703392029,0.0003,0.025705222,46.19675540924072,0.2,26.008010864257812,560,-0.04269298661965877
178.52940915541237,74.73,3970,114,233472,58,0.3821723461151123,0.23603515625,0.9677971601486206,-13.229584670066833,0.0003,0.027599044,48.54499235153198,0.2,19.73247528076172,565,-0.0469277351628989
175.20729707599057,73.53,3971,115,235520,59,0.38233789801597595,0.22978515625,0.972413957118988,-13.234431791305543,0.0003,0.028777024,36.59320826530457,0.2,14.180793762207031,570,-0.042949205613695085
174.12591963129685,73.06,3972,116,237568,59,0.3823622763156891,0.2650390625,0.9762375354766846,-13.242858457565308,0.0003,0.030450314,36.72789630889893,0.2,17.66103744506836,575,-0.051299900142475964
175.0547892183107,72.98,3972,117,239616,60,0.3823520541191101,0.253125,0.9734784960746765,-13.244066667556762,0.0003,0.028949061,43.571766471862794,0.2,17.88184356689453,580,-0.049998764088377355
176.24342528924345,73.6,3972,118,241664,60,0.3824165463447571,0.19873046875,0.9599380493164062,-13.244388866424561,0.0003,0.02332395,62.3415431022644,0.2,26.73621368408203,585,-0.04351425680797547
177.29819284735248,74.01,3968,119,243712,61,0.38248297572135925,0.25947265625,0.9682688117027283,-13.249643921852112,0.0003,0.029086364,52.59506759643555,0.2,21.36064338684082,590,-0.05118920248933136
177.20015966870247,74.26,3968,120,245760,61,0.3825429081916809,0.24609375,0.9694517850875854,-13.255058240890502,0.0003,0.028618446,54.06947088241577,0.2,20.030120849609375,595,-0.04879993088543415
179.49158235149184,75.02,3969,121,247808,62,0.38253629207611084,0.2099609375,0.9532756805419922,-13.25794780254364,0.0003,0.022956204,72.35715074539185,0.2,33.49690628051758,600,-0.04417912065982819
178.4358939131611,74.81,3967,122,249856,62,0.382673054933548,0.24658203125,0.968991756439209,-13.262526869773865,0.0003,0.026458485,52.471624279022215,0.2,18.217939376831055,605,-0.04726062870468013
181.28530018024495,75.84,3968,123,251904,63,0.3829116225242615,0.21201171875,0.9626175165176392,-13.276314043998719,0.0003,0.024545657,60.50591287612915,0.2,25.51126480102539,610,-0.04356795829953626
185.50705073598402,77.59,3965,124,253952,64,0.382960706949234,0.162109375,0.945271909236908,-13.288576006889343,0.0003,0.020413563,80.43423557281494,0.2,44.81167221069336,615,-0.039460132026579234
186.0553563665128,78.14,3960,125,256000,64,0.38300517201423645,0.20810546875,0.9545007348060608,-13.291465067863465,0.0003,0.025964595,82.96863498687745,0.2,34.82175827026367,620,-0.04389565216843039
185.1201594126162,77.96,3959,126,258048,65,0.38299360871315,0.24208984375,0.9623970985412598,-13.292735028266907,0.0003,0.026636012,62.86460552215576,0.2,30.500762939453125,625,-0.04785523235332221
185.4561266241031,78.23,3958,127,260096,65,0.3829065263271332,0.19560546875,0.9608681201934814,-13.289198279380798,0.0003,0.022472251,61.74572067260742,0.2,26.765226364135742,630,-0.04324084809049964
185.41895134512052,77.91,3958,128,262144,66,0.3829120397567749,0.21630859375,0.9546397924423218,-13.285463190078735,0.0003,0.02526951,79.63208036422729,0.2,31.282058715820312,635,-0.04321916550397873
189.593838615975,79.35,3959,129,264192,66,0.38294515013694763,0.1935546875,0.9548274874687195,-13.287341165542603,0.0003,0.021027781,81.79600162506104,0.2,39.87184143066406,640,-0.04152756681723986
191.96881602724218,80.03,3957,130,266240,67,0.3830443322658539,0.2732421875,0.967258870601654,-13.29120454788208,0.0003,0.03116697,56.42886867523193,0.2,27.964582443237305,645,-0.051644788170233366
192.04522503570374,79.79,3957,131,268288,67,0.3831574022769928,0.223046875,0.9609699845314026,-13.299983239173889,0.0003,0.026590055,73.60273818969726,0.2,35.650028228759766,650,-0.05009946230566129
194.77712326351156,80.31,3956,132,270336,68,0.3833045959472656,0.23984375,0.9670237898826599,-13.309801626205445,0.0003,0.025342438,64.26684598922729,0.2,26.650413513183594,655,-0.047335792682133615
189.9311036315409,79.03,3954,133,272384,68,0.38334617018699646,0.23681640625,0.9556931257247925,-13.317911195755006,0.0003,0.026537511,87.67922592163086,0.2,39.98528289794922,660,-0.04809322664514184
189.24588416383835,79.14,3953,134,274432,69,0.38345810770988464,0.19794921875,0.9483392238616943,-13.3215176820755,0.0003,0.022370106,94.30771808624267,0.2,49.3011360168457,665,-0.04442582508781925
185.32643578211366,78.04,3953,135,276480,69,0.38344743847846985,0.22626953125,0.9632232785224915,-13.326816153526305,0.0003,0.026725922,71.77499198913574,0.2,33.55870056152344,670,-0.04890714951325208
181.5391494116024,76.97,3952,136,278528,70,0.38337260484695435,0.26103515625,0.9605004191398621,-13.323902583122253,0.0003,0.027196677,70.31222867965698,0.2,34.638484954833984,675,-0.050999742839485405
182.46921264081192,77.1,3949,137,280576,71,0.38340917229652405,0.2064453125,0.9523510932922363,-13.322129249572754,0.0003,0.025447225,77.8509627342224,0.2,26.811134338378906,680,-0.0460297373123467
188.13714884021763,78.37,3942,138,282624,71,0.38348472118377686,0.20751953125,0.9490906000137329,-13.325851321220398,0.0003,0.025948571,84.83209953308105,0.2,38.928592681884766,685,-0.044113462883979083
195.28413284644984,80.92,3942,139,284672,72,0.3835417628288269,0.2322265625,0.9511117935180664,-13.331809806823731,0.0003,0.023939341,87.64302978515624,0.2,40.32207489013672,690,-0.044599385268520565
