time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,train/std,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/entropy_loss,train/loss,train/learning_rate
575488,13,346.8874543989888,25,132.61,3893,0.39325669407844543,0.3466796875,-0.04726758964825421,0.036277972,0.9177576303482056,1400,0.2,205.68937702178954,-14.034798526763916,55.400657653808594,0.0003
577536,13,346.8176146712176,26,132.35,3893,0.39349329471588135,0.33798828125,-0.0473206014605239,0.036336057,0.8960230946540833,1405,0.2,243.95797958374024,-14.063423132896423,120.49193572998047,0.0003
579584,14,350.66199050210975,27,133.47,3894,0.3935660719871521,0.3033203125,-0.04245743481442332,0.040070914,0.9405379891395569,1410,0.2,190.25010452270507,-14.073265147209167,76.01165008544922,0.0003
581632,14,357.2027461344551,28,136.21,3885,0.3937862515449524,0.2841796875,-0.043664093525148925,0.028862447,0.9213628768920898,1415,0.2,245.32633209228516,-14.084599924087524,124.6766357421875,0.0003
583680,15,354.6713757673635,29,135.7,3884,0.3939535915851593,0.28173828125,-0.04281642972491682,0.029525753,0.8977504372596741,1420,0.2,262.3326042175293,-14.097642374038696,125.20076751708984,0.0003
585728,15,356.8004476800532,30,136.34,3885,0.3938477039337158,0.30224609375,-0.04514909964054823,0.036319815,0.9288660883903503,1425,0.2,221.5223903656006,-14.09938316345215,87.42388916015625,0.0003
587776,16,358.06643044192356,31,137.22,3886,0.39391157031059265,0.3013671875,-0.043710201082285495,0.0382168,0.9278879165649414,1430,0.2,220.20898361206054,-14.094841051101685,105.82476806640625,0.0003
589824,16,359.5008923869467,32,137.92,3888,0.39419418573379517,0.37109375,-0.04607861128170043,0.05383468,0.9197771549224854,1435,0.2,157.50746631622314,-14.107640910148621,55.15690612792969,0.0003
591872,17,363.8834587867982,33,139.33,3888,0.39441734552383423,0.38857421875,-0.03937366436584853,0.042912856,0.9015099406242371,1440,0.2,210.2814868927002,-14.127489590644837,107.51130676269531,0.0003
593920,17,360.6107634713156,34,138.2,3890,0.39451485872268677,0.31279296875,-0.042763393046334384,0.030135054,0.9013798236846924,1445,0.2,297.3866241455078,-14.141028666496277,168.77926635742188,0.0003
595968,18,360.8686362190131,35,138.11,3890,0.3947020471096039,0.2443359375,-0.042130642861593515,0.026261047,0.9004993438720703,1450,0.2,371.2763256072998,-14.150462293624878,249.13348388671875,0.0003
598016,18,364.94773342549337,36,139.35,3891,0.3949822783470154,0.26962890625,-0.0410060258815065,0.025912499,0.8677316308021545,1455,0.2,339.0603595733643,-14.167999601364135,137.62265014648438,0.0003
600064,19,368.6057306184967,37,140.68,3891,0.39494314789772034,0.22060546875,-0.040685154823586346,0.02568465,0.8891050219535828,1460,0.2,294.5231819152832,-14.177578377723695,76.47119140625,0.0003
602112,20,359.788835626378,38,137.7,3890,0.3948954641819,0.273828125,-0.0447496902779676,0.030162238,0.9110808968544006,1465,0.2,366.9939765930176,-14.17192234992981,143.795654296875,0.0003
